"","fall_type","name","stream_name","verifiedx","verifiedy","tallest_drop_feet","number_of_drops","source_dataset","source_date","total_height_feet","source_url"
"4786","segmented horsetails","Sylvia Creek Falls","Sylvia Creek",-123.599864948,46.9965054470001,NA,1,"World Waterfall Database",2017-02-17,30,NA
"4787","veiling plunge","Sylvia Falls","Stevens Creek",-121.674704592,46.7646056410001,43,1,"World Waterfall Database",2017-02-17,43,NA
"4788","steep cascade","Tahoma Cascades","Paradise River",-121.749554606,46.773225634,25,3,"World Waterfall Database",2017-02-17,60,NA
"4789","vertical block","Taitnapum Falls","Lewis River",-121.84681449,46.177005589,16,1,"World Waterfall Database",2017-02-17,16,NA
"4790",NA,"Talus Glacier Falls",NA,-122.215494556,46.2072055520001,NA,NA,NA,NA,NA,NA
"4791","vertical curtain","Taos Creek Falls","Taos Creek",-121.626274576,46.7314056440001,87,1,"World Waterfall Database",2017-02-17,87,NA
"4792","horsetail","Tato Falls",NA,-121.7577146,46.7864056309413,NA,1,"World Waterfall Database",2017-02-17,60,NA
"4793","steep tiered cascades","Tatoosh Falls","Tatoosh Creek",-121.757494605,46.764405632,129,5,"World Waterfall Database",2017-02-17,277,NA
"4794",NA,"Tatoosh Lakes Falls","Taos Creek",-121.680044582,46.7185056380001,NA,NA,NA,NA,NA,NA
"4795",NA,"Teakettle Falls","West Fork Washougal River",-122.242274447,45.6827055190001,NA,NA,NA,NA,NA,NA
"4796","horsetail","Teeley Falls","Teeley Creek",-121.925164617,46.6993056110001,NA,1,"World Waterfall Database",2017-02-17,125,NA
"4797",NA,"Three Swim Falls","Rock Creek",-121.950844412,45.7305055520001,NA,NA,NA,NA,NA,NA
"4798","horsetail","Tillicum Creek Falls","Tillicum Creek",-121.800994479,46.1592055930001,NA,1,"World Waterfall Database",2017-02-17,30,NA
"4799","segmented horsetails","Tillicum Point Falls",NA,-121.835664652,46.9125056330001,NA,NA,"World Waterfall Database",2017-02-17,168,NA
"4800","tiered horsetail","Tilton River Falls","Tilton River",-122.213554648,46.6278055760001,25,3,"World Waterfall Database",2017-02-17,60,NA
"4801","steep cascade","Timonium Creek Falls","Timonium Creek",-121.657194515,46.4335056240001,NA,NA,"World Waterfall Database",2017-02-17,75,NA
"4802","veiling horsetail","Timonium Falls",NA,-121.636034512,46.4362056260001,NA,1,"World Waterfall Database",2017-02-17,75,NA
"4803","segmented steep cascade","Tolmie Creek Falls","Tolmie Creek",-121.924224679,46.9688056260001,164,1,"World Waterfall Database",2017-02-17,164,NA
"4804","segmented plunges","Tom Tom Falls","Little Mashel Falls",-122.272024707,46.8474055820001,36,1,"World Waterfall Database",2017-02-17,36,NA
"4805",NA,"Tomlinson Falls",NA,-121.805744622,46.804805629,NA,NA,NA,NA,NA,NA
"4806","steep sliding cascade","Toms Slide","McCoy Creek",-121.811584527,46.3761056050001,NA,NA,NA,NA,NA,NA
"4807",NA,"Toutle Glacier Falls","Toutle River",-122.213234555,46.209705553,NA,NA,NA,NA,NA,NA
"4808",NA,"Trapper Creek Falls","Trapper Creek",-122.046704466,45.914205553,NA,NA,NA,NA,NA,NA
"4809","segmented horsetails","Tribulation Falls","Big Creek",-121.875684476,46.0928055810001,221,2,"World Waterfall Database",2017-02-17,277,NA
"4810","steep tiered cascades","Triple Falls","Muddy River",-122.083204526,46.168505564,24,3,"World Waterfall Database",2017-02-17,56,NA
"4811","plunge","Trixie Falls","Basalt Creek",-121.649004599,46.815805647,86,1,"World Waterfall Database",2017-02-17,86,NA
"4812","tiered gradual cascades","Tsunami Falls","Stebbins Creek",-122.099964431,45.7068055350001,NA,NA,NA,NA,NA,NA
"4813","segmented plunges","Tumwater Falls","Deschutes River",-122.9039148,47.0181055209408,26,1,"World Waterfall Database",2017-02-17,26,NA
"4814","gradual sliding cascade","Twin Bridges Falls","Canyon Creek",-122.212044493,45.9193055360001,11,1,"World Waterfall Database",2017-02-17,11,NA
"4815","horsetail","Twin Creek Falls","Twin Creek",-121.725694513,46.3748056140001,NA,1,"World Waterfall Database",2017-02-17,91,NA
"4816","tiered horsetail","Twin Falls","Twin Falls Creek",-121.640274595,46.8042056470001,NA,NA,NA,NA,NA,NA
"4817","tiered plunge","Twin Falls","Muddy River",-122.082834527,46.1695055640001,18,2,"World Waterfall Database",2017-02-17,34,NA
"4818","tiered plunge","Twin Falls","Twin Falls Creek",-121.667214469,46.21460561,30,2,"World Waterfall Database",2017-02-17,53,NA
"4819","plunge","Twin Falls","Big Tree Creek",-122.349284507,45.88070552,66,1,"World Waterfall Database",2017-02-17,66,NA
"4820",NA,"Unnamed Waterfall",NA,-121.868474638,46.8258056240001,NA,NA,NA,NA,NA,NA
"4821",NA,"Unnamed Waterfall",NA,-121.654394606,46.841205648,NA,NA,NA,NA,NA,NA
"4822",NA,"Unnamed Waterfall","Ohanapecosh River",-121.624464598,46.8272056500001,NA,NA,NA,NA,NA,NA
"4823",NA,"Unnamed Waterfall","Ohanapecosh River",-121.613904596,46.827185652,NA,NA,"World Waterfall Database",2017-02-17,75,NA
"4824",NA,"Unnamed Waterfall","Ohanapecosh River",-121.627384598,46.8292056500001,NA,NA,NA,NA,NA,NA
"4825",NA,"Unnamed Waterfall",NA,-121.647274606,46.8457056490001,NA,NA,NA,NA,NA,NA
"4826",NA,"Unnamed Waterfall",NA,-121.642104605,46.8473056500001,NA,NA,NA,NA,NA,NA
"4827",NA,"Unnamed Waterfall","Boulder Creek",-121.621204599,46.832005651,NA,NA,NA,NA,NA,NA
"4828",NA,"Unnamed Waterfall","Boulder Creek",-121.619074597,46.829905651,NA,NA,NA,NA,NA,NA
"4829",NA,"Unnamed Waterfall",NA,-121.6141346,46.841705652,NA,NA,NA,NA,NA,NA
"4830",NA,"Unnamed Waterfall",NA,-121.624224596,46.8199056500001,NA,NA,NA,NA,NA,NA
"4831",NA,"Unnamed Waterfall",NA,-121.704434599,46.7715056390001,NA,NA,NA,NA,NA,NA
"4832",NA,"Unnamed Waterfall","Prospector Creek",-121.631114625,46.9417056560001,NA,NA,"World Waterfall Database",2017-02-17,45,NA
"4833",NA,"Unnamed Waterfall","Spukwush Creek",-121.769874651,46.9583356420001,NA,NA,"World Waterfall Database",2017-02-17,40,NA
"4834",NA,"Unnamed Waterfall","Spukwush Creek",-121.768344651,46.958315643,NA,NA,"World Waterfall Database",2017-02-17,50,NA
"4835",NA,"Unnamed Waterfall","Lodi Creek",-121.690264634,46.93994565,NA,NA,"World Waterfall Database",2017-02-17,22,NA
"4836",NA,"Unnamed Waterfall",NA,-121.831134663,46.966655636,NA,NA,"World Waterfall Database",2017-02-17,60,NA
"4837",NA,"Unnamed Waterfall",NA,-121.829234662,46.964815636,NA,NA,"World Waterfall Database",2017-02-17,75,NA
"4838",NA,"Unnamed Waterfall",NA,-122.117854547,46.2398055640001,NA,NA,NA,NA,NA,NA
"4839",NA,"Unnamed Waterfall",NA,-122.002514426,45.7619055480001,NA,NA,NA,NA,NA,NA
"4840",NA,"Unnamed Waterfall",NA,-121.626554611,46.8839056530001,NA,NA,NA,NA,NA,NA
"4841",NA,"Unnamed Waterfall",NA,-121.96348451,46.1801055770001,NA,NA,NA,NA,NA,NA
"4842",NA,"Unnamed Waterfall",NA,-121.766554645,46.932305641,NA,NA,NA,NA,NA,NA
"4843",NA,"Unnamed Waterfall",NA,-122.023464487,46.0303055620001,NA,NA,"World Waterfall Database",2017-02-17,75,NA
"4844",NA,"Unnamed Waterfall",NA,-121.654184603,46.829205647,NA,NA,"World Waterfall Database",2017-02-17,300,NA
"4845",NA,"Unnamed Waterfall","Ohanapecosh River",-121.650844602,46.8300056470001,NA,NA,NA,NA,NA,NA
"4846",NA,"Unnamed Waterfall",NA,-121.887234479,46.09430558,NA,NA,NA,NA,NA,NA
"4847",NA,"Unnamed Waterfall","Muddy Fork Cowlitz River",-121.630694578,46.738005645,NA,NA,NA,NA,NA,NA
"4848",NA,"Unnamed Waterfall","Deadhorse Creek",-121.745574608,46.7854956350001,NA,NA,"World Waterfall Database",2017-02-17,30,NA
"4849",NA,"Unnamed Waterfall",NA,-121.7227246,46.7748056409413,NA,NA,"World Waterfall Database",2017-02-17,40,NA
"4850",NA,"Unnamed Waterfall",NA,-121.669524632,46.945805652,NA,NA,"World Waterfall Database",2017-02-17,35,NA
"4851",NA,"Unnamed Waterfall",NA,-122.065694473,45.937605552,NA,NA,NA,NA,NA,NA
"4852",NA,"Unnamed Waterfall",NA,-121.643204628,46.944605655,NA,NA,NA,NA,NA,NA
"4853",NA,"Unnamed Waterfall",NA,-121.645694628,46.944105655,NA,NA,NA,NA,NA,NA
"4854",NA,"Unnamed Waterfall",NA,-121.648554626,46.932805654,NA,NA,NA,NA,NA,NA
"4855",NA,"Unnamed Waterfall","Cataract Creek",-121.818144655,46.9398056360001,NA,NA,NA,NA,NA,NA
"4856",NA,"Unnamed Waterfall","Cataract Creek",-121.822994655,46.9374056360001,NA,NA,NA,NA,NA,NA
"4857",NA,"Unnamed Waterfall",NA,-121.630874596,46.814805649,NA,NA,NA,NA,NA,NA
"4858",NA,"Unnamed Waterfall",NA,-121.723754638,46.933905646,NA,NA,NA,NA,NA,NA
"4859",NA,"Unnamed Waterfall",NA,-122.187554529,46.103905549,NA,NA,NA,NA,NA,NA
"4860",NA,"Unnamed Waterfall",NA,-122.110804538,46.2015055630001,NA,NA,NA,NA,NA,NA
"4861",NA,"Unnamed Waterfall",NA,-122.109674537,46.2002055630001,NA,NA,NA,NA,NA,NA
"4862",NA,"Unnamed Waterfall","Ohanapecosh River",-121.6372146,46.8265056490001,NA,NA,NA,NA,NA,NA
"4863",NA,"Unnamed Waterfall","Ohanapecosh River",-121.625884598,46.82790565,NA,NA,NA,NA,NA,NA
"4864",NA,"Unnamed Waterfall","Meany Creek",-121.654394611,46.8663056500001,NA,NA,NA,NA,NA,NA
"4865",NA,"Unnamed Waterfall",NA,-121.822844669,46.9954056390001,NA,NA,NA,NA,NA,NA
"4866",NA,"Unnamed Waterfall",NA,-121.823484654,46.932505635,NA,NA,NA,NA,NA,NA
"4867",NA,"Heart Lake Falls",NA,-115.57999354,46.942106288,NA,NA,NA,NA,NA,NA
"4868",NA,"Heath Falls",NA,-115.126613306,46.2570062790001,NA,NA,NA,NA,NA,NA
"4869",NA,"Hell Roaring Falls","Hell Roaring Creek",-114.944982844,44.0154061050001,NA,NA,NA,NA,NA,NA
"4870",NA,"Hellroaring Creek Falls","Hellroaring Creek",-116.600884095,48.4941062940001,NA,NA,NA,NA,NA,NA
"4871",NA,"Highland Creek Falls","Highland Creek",-116.470164094,48.5937063150001,NA,NA,NA,NA,NA,NA
"4872",NA,"Hoodoo Creek Falls","Hoodoo Creek",-115.811143389,46.0142061920001,NA,NA,NA,NA,NA,NA
"4873",NA,"Horsetail Falls",NA,-115.390533361,46.269406254,NA,NA,NA,NA,NA,NA
"4874",NA,"Houtz Creek Falls","Houtz Creek",-111.1997319,42.975206330941,NA,NA,NA,NA,NA,NA
"4875",NA,"Hungry Lake Falls",NA,-114.76054325,46.3286063210001,NA,NA,NA,NA,NA,NA
"4876",NA,"Hunt Creek Falls","Hunt Creek",-116.813524153,48.5639062760001,NA,NA,NA,NA,NA,NA
"4877",NA,"Idaho Falls","Snake River",-112.0429222,43.496806320942,NA,NA,"World Waterfall Database",2017-02-17,20,NA
"4878",NA,"Indian Bathtub Falls",NA,-115.738891851,42.7614184120001,NA,NA,NA,NA,NA,NA
"4879",NA,"Jerome Falls",NA,-114.5181048,42.6329744409401,NA,NA,NA,NA,NA,NA
"4880",NA,"Jerry Johnson Falls","Warm Springs Falls",-114.86253329,46.4316063200001,NA,NA,NA,NA,NA,NA
"4881",NA,"Jeru Creek Falls","Jeru Creek",-116.613974106,48.5296062950001,NA,NA,NA,NA,NA,NA
"4882",NA,"Johnson Creek Falls","Johnson Creek",-116.233643936,48.128106308,NA,NA,NA,NA,NA,NA
"4883","horsetail","Jump Creek Falls","Jump Creek",-116.9251231,43.476805880942,NA,1,"World Waterfall Database",2017-02-17,60,NA
"4884",NA,"Juniper Falls",NA,-114.846852612,42.750605998,NA,NA,NA,NA,NA,NA
"4885",NA,"Kane Lake Falls",NA,-114.163752652,43.7885061550001,NA,NA,NA,NA,NA,NA
"4886",NA,"Katka Falls","Katka Creek",-116.138364053,48.6889063570001,NA,NA,NA,NA,NA,NA
"4887",NA,"Lady Face Falls","Stanley Lake Creek",-115.096612911,44.2310061100001,NA,NA,NA,NA,NA,NA
"4888",NA,"Left Fork Fall Creek Falls","Left Fork Fall Creek",-114.043582639,43.8468061720001,NA,NA,NA,NA,NA,NA
"4889",NA,"Lemmon Falls",NA,-114.839300948,42.740738805,NA,NA,"World Waterfall Database",2017-02-17,100,NA
"4890",NA,"Lion Creek Falls","Lion Creek",-116.700534181,48.762706301,NA,NA,NA,NA,NA,NA
"4891",NA,"Lionhead Falls",NA,-116.75437419,48.7589062960001,NA,NA,NA,NA,NA,NA
"4892",NA,"Little Drops",NA,-114.4213026,42.978606060941,NA,NA,NA,NA,NA,NA
"4893",NA,"Little Falls","South Fork Payette River",-115.76338301,44.072606035,NA,NA,NA,NA,NA,NA
"4894",NA,"Little Salmon Falls","Little Salmon River",-116.293893305,45.1250060730001,NA,NA,NA,NA,NA,NA
"4895",NA,"Lone Lake Falls",NA,-115.774033687,47.4356063060001,NA,NA,NA,NA,NA,NA
"4896",NA,"Long Gulch Falls","Long Gulch Creek",-115.705422906,43.538105993,NA,NA,NA,NA,NA,NA
"4897",NA,"Lost Creek Falls","Lost Creek",-116.452983295,44.917706041,NA,NA,NA,NA,NA,NA
"4898",NA,"Lower Bull Run Creek Falls","Bull Run Creek",-116.195883615,46.73710621,NA,NA,"World Waterfall Database",2017-02-17,60,NA
"4899",NA,"Lower Caribou Falls","Caribou Creek",-116.786194211,48.8187062960001,NA,NA,NA,NA,NA,NA
"4900",NA,"Lower Elk Creek Falls","Elk Creek",-116.178059297,46.7360135650001,NA,NA,"World Waterfall Database",2017-02-17,100,NA
"4901",NA,"Lower Fall Creek Falls","Fall Creek",-114.541883124,45.92880631,NA,NA,NA,NA,NA,NA
"4902",NA,"Lower Lion Creek Falls","Lion Creek",-116.724224185,48.760706299,NA,NA,NA,NA,NA,NA
"4903",NA,"Lower Little Salmon Falls","Little Salmon River",-116.285443304,45.129306075,NA,NA,NA,NA,NA,NA
"4904",NA,"Lower Mesa Falls","Henrys Fork Snake River",-111.31998214,44.175206448,NA,NA,"World Waterfall Database",2017-02-17,65,NA
"4905",NA,"Lower Old Man Falls",NA,-115.27741333,46.2314062620001,NA,NA,NA,NA,NA,NA
"4906",NA,"Lower Portneuf Falls","Portneuf River",-112.1292821,42.6267062209401,NA,NA,NA,NA,NA,NA
"4907",NA,"Lower Rush Falls",NA,-116.697773299,44.696606,NA,NA,NA,NA,NA,NA
"4908","dam","Lower Salmon Falls","Snake River",-114.9050426,42.8421060009407,NA,NA,"World Waterfall Database",2017-02-17,20,NA
"4909",NA,"Lower Snow Creek Falls","Snow Creek",-116.4096841,48.664706326,NA,NA,NA,NA,NA,NA
"4910",NA,"Lower Stevens Lakes Falls","Willow Creek",-115.761123686,47.444006308,NA,NA,NA,NA,NA,NA
"4911",NA,"Lower Twin Creek Falls","Twin Creek",-115.535853509,46.837506284,NA,NA,NA,NA,NA,NA
"4912",NA,"Lower White Cap Falls",NA,-114.448133104,45.921206318,NA,NA,NA,NA,NA,NA
"4913",NA,"Malad Falls","Malad River",-114.854282633,42.867706008,NA,NA,"World Waterfall Database",2017-02-17,60,NA
"4914",NA,"Malcom Creek Falls","Malcom Creek",-116.93149428,48.9805062900001,NA,NA,NA,NA,NA,NA
"4915",NA,"Mallard Creek Falls","Mallard Creek",-115.298323201,45.565606206,NA,NA,NA,NA,NA,NA
"4916",NA,"Mary Alice Falls",NA,-114.440422509,42.5927060180001,NA,NA,NA,NA,NA,NA
"4917",NA,"McAbee Falls","Priest River",-116.870064097,48.28450625,NA,NA,NA,NA,NA,NA
"4918",NA,"Meadow Creek Falls","Meadow Creek",-115.114882926,44.292306114,NA,NA,NA,NA,NA,NA
"4919",NA,"Middle Elk Creek Falls","Elk Creek",-116.176913611,46.7363062110001,NA,NA,"World Waterfall Database",2017-02-17,20,NA
"4920",NA,"Middle Fall Creek Falls","Fall Creek",-114.530703122,45.9244063100001,NA,NA,NA,NA,NA,NA
"4921",NA,"Middle Goat Creek Falls","Goat Creek",-115.068662879,44.075606099,NA,NA,NA,NA,NA,NA
"4922",NA,"Middle Highland Creek Falls","Highland Creek",-116.477864096,48.598006314,NA,NA,NA,NA,NA,NA
"4923",NA,"Middle Old Man Falls",NA,-115.261605574,46.234461551,NA,NA,NA,NA,NA,NA
"4924","dam","Milner Falls","Snake River",-114.012122415,42.5246060480001,NA,NA,NA,NA,NA,NA
"4925","segmented horsetails","Minne Miller Falls",NA,-114.842932611,42.7470059980001,NA,1,"World Waterfall Database",2017-02-17,100,NA
"4926",NA,"Mission Falls","West Branch Priest River",-116.928784141,48.421406254,NA,NA,NA,NA,NA,NA
"4927",NA,"Molor Creek Falls","Molor Creek",-116.467344094,48.596106315,NA,NA,NA,NA,NA,NA
"4928",NA,"Moyie Falls","Moyie River",-116.17563407,48.731406356,NA,NA,"World Waterfall Database",2017-02-17,85,NA
"4929",NA,"Myrtle Creek Falls","Myrtle Creek",-116.419434112,48.706506328,NA,NA,NA,NA,NA,NA
"4930",NA,"Napias Cascades","Napias Creek",-114.194482902,45.1432062750001,NA,NA,NA,NA,NA,NA
"4931",NA,"Napias Creek Falls","Napias Creek",-114.201052904,45.1410062750001,NA,NA,NA,NA,NA,NA
"4932",NA,"Niagara Springs Falls",NA,-114.6747393,42.6648300909402,NA,NA,NA,NA,NA,NA
"4933",NA,"Nipple Knob Falls",NA,-114.561653143,46.0021063140001,NA,NA,NA,NA,NA,NA
"4934",NA,"Noble Creek Falls","Noble Creek",-115.303562124,45.564478513,NA,NA,NA,NA,NA,NA
"4935",NA,"North Fork Falls","North Fork Big Wood River",-114.457042725,43.881206138,NA,NA,NA,NA,NA,NA
"4936",NA,"North Three Links Falls",NA,-115.183823303,46.185106268,NA,NA,NA,NA,NA,NA
"4937",NA,"North Twin Falls",NA,-116.436973944,47.9980062770001,NA,NA,NA,NA,NA,NA
"4938",NA,"Old Man Falls",NA,-115.23479332,46.2203062660001,NA,NA,NA,NA,NA,NA
"4939",NA,"Old Man Meadows Falls",NA,-115.215773319,46.232406268,NA,NA,NA,NA,NA,NA
"4940",NA,"Orofino Creek Falls","Orofino Creek",-115.920353511,46.496506219,NA,NA,"World Waterfall Database",2017-02-17,15,NA
"4941",NA,"Pats Lake Falls",NA,-115.129982872,43.9723060840001,NA,NA,NA,NA,NA,NA
"4942",NA,"Patsy Ann Falls",NA,-114.456843113,45.95910632,NA,NA,NA,NA,NA,NA
"4943","plunge","Perrine Coulee Falls","Perrine Coulee Creek",-114.472442516,42.5969060150001,NA,1,"World Waterfall Database",2017-02-17,197,NA
"4944",NA,"Phantom Falls",NA,-114.131572371,42.091005995,NA,NA,NA,NA,NA,NA
"4945",NA,"Pillar Falls","Snake River",-114.4318525,42.5985036909401,NA,NA,"World Waterfall Database",2017-02-17,20,NA
"4946",NA,"Poison Creek Falls","Poison Creek",-116.95285,43.489770520942,NA,NA,NA,NA,NA,NA
"4947",NA,"Post Falls","Spokane River",-116.957133976,47.7038062010001,NA,NA,NA,NA,NA,NA
"4948",NA,"Quartette Falls",NA,-114.852992614,42.7548059970001,NA,NA,NA,NA,NA,NA
"4949",NA,"Rainbow Falls",NA,-111.103581965,43.4010063870001,NA,NA,NA,NA,NA,NA
"4950",NA,"Rapid Lightning Falls","Rapid Lightning Creek",-116.349974,48.3808063109365,NA,NA,NA,NA,NA,NA
"4951",NA,"Riley Creek Falls","Riley Creek",-114.87402,42.7603799609405,NA,NA,"World Waterfall Database",2017-02-17,25,NA
"4952",NA,"Robinson Canyon Falls","Robinson Creek",-111.083922098,44.2252064740001,NA,NA,"World Waterfall Database",2017-02-17,25,NA
"4953",NA,"Rock Lake Creek Falls","Rock Lake Creek",-115.244203337,46.2903062710001,NA,NA,NA,NA,NA,NA
"4954",NA,"Ross Falls",NA,-114.289802421,42.214905994,NA,NA,NA,NA,NA,NA
"4955",NA,"Rush Falls",NA,-116.6898933,44.7191060009432,NA,NA,NA,NA,NA,NA
"4956",NA,"Sage Hen Falls","Sage Hen Creek",-116.9369212,43.2158136709415,NA,NA,"World Waterfall Database",2017-02-17,15,NA
"4957",NA,"Sand Springs Falls","Sand Springs Creek",-114.8408026,42.7288060009404,NA,NA,"World Waterfall Database",2017-02-17,200,NA
"4958",NA,"Scenic Creek Falls","Scenic Creek",-115.1598529,43.9173060809426,NA,NA,NA,NA,NA,NA
"4959",NA,"Scribner Falls",NA,-115.481139948,46.998978257,NA,NA,NA,NA,NA,NA
"4960",NA,"Selway Falls","Selway River",-115.307741725,46.052583816,NA,NA,"World Waterfall Database",2017-02-17,25,NA
"4961",NA,"Shadow Falls","Yellow Dog Creek",-116.105023825,47.758606295,NA,NA,NA,NA,NA,NA
"4962",NA,"Sheep Falls","Falls River",-111.090772075,44.0800064590001,NA,NA,NA,NA,NA,NA
"4963",NA,"Sheep Falls","Henrys Fork Snake River",-111.393982159,44.199716444,NA,NA,NA,NA,NA,NA
"4964",NA,"Sheepshead Draw Falls",NA,-115.575932711,42.5080059110001,NA,NA,NA,NA,NA,NA
"4965",NA,"Shoestring Falls",NA,-115.389473362,46.2781062550001,NA,NA,NA,NA,NA,NA
"4966","segmented plunges","Shoshone Falls","Snake River",-114.400652502,42.595106021,212,1,"World Waterfall Database",2017-02-17,212,NA
"4967",NA,"Sinking Canyon Falls",NA,-114.880172593,42.5888059800001,NA,NA,NA,NA,NA,NA
"4968",NA,"Sixmile Creek Falls","Sixmile Creek",-115.87557307,44.284006043,NA,NA,NA,NA,NA,NA
"4969",NA,"Skin Creek Falls","Skin Creek",-116.154574077,48.7746063610001,NA,NA,NA,NA,NA,NA
"4970",NA,"Slippy Creek Falls","Slippy Creek",-116.212563397,45.6686061250001,NA,NA,NA,NA,NA,NA
"4971",NA,"Smith Creek Falls","Smith Creek",-115.680142898,43.5208059940001,NA,NA,"World Waterfall Database",2017-02-17,100,NA
"4972",NA,"Smith Falls","Smith Creek",-115.040861809,44.0000208710001,NA,NA,NA,NA,NA,NA
"4973",NA,"Smith Falls","South Fork Payette River",-116.556664202,48.9600063300001,NA,NA,NA,NA,NA,NA
"4974",NA,"Snow Creek Falls","Snow Creek",-116.429544104,48.667506324,NA,NA,NA,NA,NA,NA
"4975",NA,"Snowshoe Falls","Snowshoe Creek",-115.375593364,46.3025062580001,NA,NA,NA,NA,NA,NA
"4976",NA,"South Fork Lion Creek Falls",NA,-116.793774192,48.738306289,NA,NA,NA,NA,NA,NA
"4977",NA,"South Lone Lake Falls",NA,-115.169163309,46.229506273,NA,NA,NA,NA,NA,NA
"4978",NA,"South Three Links Falls",NA,-115.210333305,46.1664062630001,NA,NA,NA,NA,NA,NA
"4979",NA,"South Twin Falls",NA,-116.438513944,47.9961062770001,NA,NA,NA,NA,NA,NA
"4980",NA,"Stingray Falls",NA,-114.539353139,46.0045193120001,NA,NA,NA,NA,NA,NA
"4981",NA,"Surprise Valley Falls",NA,-114.031302631,43.8147061700001,NA,NA,NA,NA,NA,NA
"4982","dam","Swan Falls","Snake River",-116.380655748,43.2431840610001,NA,NA,NA,NA,NA,NA
"4983",NA,"Tappen Falls","Middle Fork Salmon River",-114.752042963,44.8786062,NA,NA,NA,NA,NA,NA
"4984",NA,"The Falls","Jacks Creek",-116.188002829,42.5296058600001,NA,NA,NA,NA,NA,NA
"4985",NA,"The Falls",NA,-111.112921865,42.7618063190001,NA,NA,NA,NA,NA,NA
"4986",NA,"Three Links Falls",NA,-115.194923302,46.170906266,NA,NA,NA,NA,NA,NA
"4987",NA,"Tohobit Creek Falls","Tohobit Creek",-115.05591288,44.102806103,NA,NA,NA,NA,NA,NA
"4988",NA,"Torrelle Falls","West Branch Priest River",-116.958834113,48.284506241,NA,NA,NA,NA,NA,NA
"4989",NA,"Trail Creek Falls","Trail Creek",-114.269212679,43.821906149,NA,NA,NA,NA,NA,NA
"4990",NA,"Triple Creek Falls","Triple Creek",-114.456063114,45.9599063210001,NA,NA,NA,NA,NA,NA
"4991",NA,"Tumble Creek Falls","Tumble Creek",-115.401093359,46.2524062520001,NA,NA,NA,NA,NA,NA
"4992",NA,"Tumbledown Falls",NA,-115.453003566,47.1717063190001,NA,NA,NA,NA,NA,NA
"4993",NA,"Twin Falls","Elk Creek",-116.175713611,46.7365062120001,NA,NA,NA,NA,NA,NA
"4994","dam","Twin Falls","Snake River",-114.355642813,42.5899196,NA,NA,"World Waterfall Database",2017-02-17,120,NA
"4995",NA,"Two Lakes Falls",NA,-115.121043306,46.26000628,NA,NA,NA,NA,NA,NA
"4996",NA,"Unnamed Waterfall",NA,-114.665302561,42.6442060030001,NA,NA,NA,NA,NA,NA
"4997",NA,"Unnamed Waterfall","Portneuf River",-112.005555967,42.6511487440001,NA,NA,NA,NA,NA,NA
"4998",NA,"Unnamed Waterfall","Portneuf River",-112.006550252,42.6410590940001,NA,NA,NA,NA,NA,NA
"4999","dam","Albeni Falls","Pend Oreille River",-116.99908984,48.1787407480001,NA,NA,NA,NA,NA,NA
"5000",NA,"American Falls","Snake River",-112.87504223,42.7767061710001,NA,NA,"World Waterfall Database",2017-02-17,25,NA
"5001",NA,"Arrowhead Lake Falls",NA,-115.119302869,43.969306085,NA,NA,NA,NA,NA,NA
"5002",NA,"Auger Falls","Snake River",-114.525302532,42.631906014,NA,NA,"World Waterfall Database",2017-02-17,20,NA
"5003",NA,"Austin Butte Falls",NA,-115.664932741,42.5884059110001,NA,NA,NA,NA,NA,NA
"5004",NA,"Azure Lake Falls",NA,-115.135182872,43.966206083,NA,NA,NA,NA,NA,NA
"5005",NA,"Ballinger Creek Falls","Ballinger Creek",-115.15540328,46.097406263,NA,NA,NA,NA,NA,NA
"5006",NA,"Barron Creek Falls","Barron Creek",-115.034882877,44.100506104,NA,NA,"World Waterfall Database",2017-02-17,200,NA
"5007",NA,"Basin Gulch Falls",NA,-114.266512677,43.8118061480001,NA,NA,NA,NA,NA,NA
"5008",NA,"Bear Creek Falls","Bear Creek",-116.700883354,44.9806060220001,NA,NA,NA,NA,NA,NA
"5009",NA,"Benton Creek Falls","Benton Creek",-117.015173345,44.6325059640001,NA,NA,NA,NA,NA,NA
"5010",NA,"Bickel Spring Falls",NA,-114.854142615,42.7559059970001,NA,NA,NA,NA,NA,NA
"5011",NA,"Big Drops",NA,-114.3938776,42.9576589409409,NA,NA,NA,NA,NA,NA
"5012",NA,"Big Fall Creek Falls","Big Fall Creek",-114.2285081,43.8579564410001,NA,NA,NA,NA,NA,NA
"5013",NA,"Big Falls","South Fork Payette River",-115.722683002,44.066106038,NA,NA,NA,NA,NA,NA
"5014",NA,"Big Fiddler Creek Falls",NA,-115.708382905,43.529805992,NA,NA,"World Waterfall Database",2017-02-17,252,NA
"5015",NA,"Bigfoot Falls",NA,-114.58190315,46.0148063130001,NA,NA,NA,NA,NA,NA
"5016",NA,"Bimerick Falls",NA,-115.438723369,46.2648062490001,NA,NA,NA,NA,NA,NA
"5017",NA,"Blue Rock Falls",NA,-115.061542876,44.0675060990001,NA,NA,NA,NA,NA,NA
"5018",NA,"Boulder Falls",NA,-114.524902739,43.885306132,NA,NA,NA,NA,NA,NA
"5019",NA,"Box Canyon Falls",NA,-114.810268692,42.707854336,NA,NA,NA,NA,NA,NA
"5020","veiling horsetail","Bridal Veil Falls","Unnamed",-115.107535855,44.2114869110001,NA,NA,NA,NA,NA,NA
