anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,word
0,0,0,0,0,0,0,1,0,1,loyalty
0,1,0,0,1,0,1,0,0,1,luck
0,0,0,0,1,0,1,0,0,1,lucky
0,0,0,0,0,0,0,0,1,0,ludicrous
0,0,0,0,0,0,0,0,1,0,lump
0,0,1,0,0,0,0,0,1,0,lumpy
0,0,0,0,0,0,1,0,0,0,lunge
0,1,0,0,0,0,0,0,1,0,lust
1,0,1,0,0,0,0,0,1,0,lying
1,0,1,1,0,1,0,0,1,0,lynch
1,0,1,1,0,1,0,0,1,0,mad
0,1,0,0,1,0,1,0,0,1,magical
0,1,0,0,1,0,1,1,0,1,magnificent
0,0,0,0,0,0,0,0,0,1,maiden
0,1,0,0,0,0,0,0,0,0,mail
0,0,0,0,0,0,0,0,0,1,main
0,0,0,0,0,0,0,0,0,1,major
0,0,0,0,1,0,0,1,0,1,majority
0,0,0,0,0,0,0,1,0,1,manage
0,0,0,0,0,0,0,1,0,1,management
1,0,0,1,0,0,0,0,1,0,maniac
1,0,0,1,0,0,0,0,1,0,manipulation
0,0,0,0,0,0,0,0,0,1,manly
0,0,0,0,0,0,0,0,0,1,manners
1,0,1,1,0,1,1,0,1,0,manslaughter
0,0,0,0,0,0,0,0,0,1,manufacturer
0,0,0,0,0,0,0,0,0,1,march
0,1,0,0,1,0,0,1,0,1,marriage
0,1,0,1,1,0,1,1,0,1,marry
1,0,1,1,0,1,0,0,1,0,massacre
0,0,0,0,0,0,0,0,0,1,master
0,0,0,0,0,0,0,1,0,1,mate
0,0,0,0,0,0,0,1,0,0,mathematical
0,0,0,0,0,1,0,0,1,0,meaningless
0,1,0,0,1,0,1,1,0,1,medal
0,1,0,1,0,0,0,1,0,1,medical
0,0,0,0,0,0,0,0,1,0,mediocre
0,0,0,0,0,0,0,0,1,0,mediocrity
0,1,0,0,1,0,0,1,0,1,meditate
0,0,0,0,0,1,0,0,0,0,meek
0,0,0,0,0,1,0,0,1,0,melancholy
0,0,0,0,1,0,1,1,0,1,memorable
0,0,0,0,0,0,0,1,0,1,mentor
0,0,0,0,0,0,0,1,0,0,merchant
0,0,0,0,0,0,0,0,0,1,merciful
0,0,0,0,0,0,0,0,0,1,mercy
0,0,0,0,0,0,0,1,0,1,merit
0,0,0,0,1,0,0,0,0,1,merry
0,0,1,0,0,0,0,0,1,0,mess
0,0,1,0,0,0,0,0,1,0,messy
1,0,0,1,1,0,0,1,0,1,mighty
0,0,0,1,0,0,0,0,0,0,military
0,0,0,0,1,0,0,1,0,1,ministry
0,0,0,1,0,1,0,0,1,0,miscarriage
1,0,1,0,0,1,0,0,1,0,miserable
0,0,0,0,0,1,0,0,1,0,miserably
1,0,1,1,0,1,0,0,1,0,misery
1,0,1,0,0,0,0,0,1,0,misleading
0,0,0,1,0,1,0,0,1,0,missing
0,0,0,0,0,0,0,0,0,1,missionary
0,0,0,0,0,1,0,0,1,0,mistake
0,0,0,1,0,0,0,0,1,0,mistaken
1,0,1,0,0,0,0,0,1,0,mistress
1,0,0,0,0,1,0,0,1,0,misunderstanding
1,0,0,1,0,0,0,0,1,0,mob
0,0,1,0,0,0,0,0,1,0,mockery
1,0,1,0,0,1,0,0,1,0,mocking
0,1,0,0,0,0,0,0,0,1,momentum
1,1,0,0,1,0,1,1,0,1,money
0,0,0,0,0,0,0,1,0,1,monk
1,0,0,0,0,1,0,0,1,0,moody
1,0,0,0,0,0,0,1,0,1,moral
0,0,0,0,0,0,0,1,0,1,morality
1,1,1,0,1,0,1,1,0,1,morals
0,0,1,1,0,1,0,0,1,0,morgue
0,0,0,0,0,0,0,0,1,0,moron
0,0,0,0,0,0,0,0,1,0,moronic
0,0,0,0,0,0,0,0,1,0,mortal
1,0,0,1,0,1,0,0,1,0,mortality
0,0,0,1,0,0,0,0,0,0,mortgage
1,0,0,0,0,0,0,0,0,0,mosque
0,1,0,0,1,1,0,1,1,1,mother
0,1,0,0,0,0,0,0,0,0,motion
0,0,0,0,0,0,0,0,0,1,motive
0,0,0,0,0,1,0,0,1,0,mourn
0,0,0,0,0,1,0,0,1,0,mourning
0,0,0,0,0,0,1,0,0,0,mouth
0,0,1,0,0,0,0,0,0,0,mouthful
0,0,0,0,0,0,0,0,0,1,mover
1,0,1,0,0,0,0,0,1,0,muff
0,0,0,1,0,0,0,0,1,0,mum
1,0,1,1,0,1,1,0,1,0,murder
1,0,1,1,0,1,0,0,1,0,murderer
1,0,1,1,0,1,1,0,1,0,murderous
0,0,0,0,0,0,0,0,0,1,muscular
0,0,0,0,1,1,0,0,0,1,music
1,1,0,0,1,1,1,1,0,1,musical
0,1,0,1,0,0,1,0,0,0,mysterious
0,1,0,0,0,0,1,0,0,0,mystery
1,0,0,0,0,0,0,0,1,0,nag
0,0,0,0,1,0,0,0,0,1,nap
0,0,1,0,0,0,0,0,1,0,nappy
1,0,1,1,0,1,0,0,1,0,nasty
0,0,0,0,0,0,0,1,0,0,nation
0,0,0,0,0,0,0,0,1,0,naughty
0,0,1,0,0,0,0,0,1,0,nausea
0,0,1,0,0,1,0,0,1,0,nauseous
0,0,0,0,0,0,0,0,0,1,neatly
0,0,0,0,0,0,0,0,1,0,needy
0,0,0,0,0,1,0,0,1,0,negative
0,0,0,0,0,0,0,0,1,0,neglect
1,0,1,0,0,1,0,0,1,0,neglected
0,0,0,0,0,0,0,0,1,0,neglecting
0,0,0,0,0,0,0,1,0,1,negotiate
0,0,0,0,0,0,0,0,0,1,negotiator
0,1,0,0,0,0,0,1,0,1,neighbor
0,1,0,0,0,0,0,0,0,0,neighborhood
0,0,0,0,0,0,0,0,0,1,nerve
0,1,0,1,0,0,0,0,1,0,nervous
0,0,0,0,0,0,0,0,1,0,nigger
0,0,0,1,0,0,0,0,1,0,nightmare
0,0,0,0,0,0,0,0,1,0,noise
1,0,0,0,0,0,0,0,1,0,noisy
0,0,0,0,0,0,0,0,0,1,nomination
0,0,1,0,0,0,0,0,0,0,nose
0,0,0,0,0,0,0,0,1,0,numb
0,0,0,0,0,0,0,0,0,1,numbers
0,0,0,0,0,0,0,1,1,0,nun
0,0,0,0,0,0,0,1,0,1,nurse
0,0,0,0,1,0,0,1,0,1,nursery
1,1,1,1,1,0,0,1,0,1,nurture
0,0,1,0,0,0,0,0,1,0,obese
0,0,1,0,0,1,0,0,1,0,obesity
0,0,0,1,0,0,0,1,0,0,obey
0,0,0,0,0,1,0,0,1,0,obituary
1,0,1,0,0,1,0,0,1,0,obnoxious
1,0,0,1,0,1,0,0,1,0,obstacle
0,0,0,0,0,0,0,1,0,1,obvious
0,0,0,0,0,0,1,0,0,0,occasional
0,0,0,0,0,0,0,0,0,1,occupation
1,0,1,0,0,0,0,0,1,0,offend
1,0,0,0,0,1,0,0,1,0,offended
1,0,1,1,0,1,0,0,1,0,offender
1,0,1,1,0,1,0,0,1,0,offense
1,0,1,0,0,0,0,0,1,0,offensive
0,0,0,0,0,0,0,0,0,1,offer
0,0,0,0,0,0,0,1,0,0,offering
0,0,0,0,0,0,0,1,0,1,officer
0,0,0,0,0,1,0,0,0,0,older
0,0,0,0,0,0,0,0,0,1,openness
1,1,0,1,1,1,1,1,0,1,opera
0,0,0,1,0,0,0,1,0,0,operation
0,1,0,0,0,0,0,0,0,1,opportunity
0,0,0,0,0,0,0,0,1,0,oppose
1,0,0,1,0,0,0,0,1,0,opposed
1,0,0,0,0,0,0,0,1,0,opposition
0,1,0,0,1,0,1,1,0,1,optimism
0,0,0,0,0,0,0,1,0,1,optimist
0,0,0,0,0,0,0,0,0,1,option
0,0,0,0,0,0,0,0,0,1,optional
1,0,0,0,1,1,0,1,0,1,orchestra
0,1,0,0,1,0,0,0,0,0,organ
0,1,0,0,1,0,1,1,0,1,organization
0,0,0,0,0,0,0,0,0,1,organize
0,0,0,0,0,0,0,0,0,1,organized
0,1,0,0,1,0,0,0,0,1,orgasm
0,0,0,0,0,0,0,0,0,1,outcome
1,0,1,0,0,0,0,0,1,0,outrage
0,0,0,0,0,0,1,0,0,0,outrageous
0,0,0,1,0,0,0,0,0,0,outsider
0,0,0,0,1,0,0,0,1,1,outstanding
0,0,0,0,0,0,0,0,0,1,outward
0,0,0,0,0,0,0,0,1,0,overflow
0,0,0,0,0,0,0,0,1,0,overpaid
0,0,0,0,0,1,0,0,1,0,overwhelmed
0,0,0,0,0,0,0,0,0,1,overwhelming
1,1,1,1,0,1,0,1,1,0,owing
0,0,0,0,0,0,0,0,0,1,ownership
0,0,0,1,0,1,0,0,1,0,pain
1,0,1,1,0,1,0,0,1,0,painful
0,0,0,0,0,1,0,0,1,0,painfully
0,0,0,0,0,0,0,0,1,0,pains
0,0,0,1,0,0,0,0,1,0,panic
1,1,0,1,0,1,0,0,1,0,paralysis
0,0,0,1,0,0,0,0,1,0,paranoia
0,0,0,0,0,0,0,0,0,1,participation
0,0,0,0,0,0,0,0,0,1,partner
0,0,0,0,0,0,0,1,0,1,partnership
0,1,0,0,1,0,0,1,0,1,passion
0,1,0,0,1,0,0,1,0,1,passionate
0,0,0,0,0,0,0,0,1,0,passive
0,0,0,0,1,0,0,1,0,1,pastor
0,0,1,0,0,1,0,0,1,0,pathetic
0,1,0,0,1,0,0,1,0,1,pay
1,0,0,0,0,0,0,0,1,0,payback
0,0,0,0,0,0,0,0,1,0,payment
0,1,0,0,1,0,0,1,0,1,peace
0,1,0,0,1,0,1,1,0,1,peaceful
0,0,0,0,0,0,0,1,0,1,perceive
0,1,0,0,1,0,0,1,0,1,perfect
0,1,0,0,1,0,1,1,0,1,perfection
0,0,0,0,0,0,0,0,0,1,performer
0,0,0,0,0,0,0,0,0,1,permission
0,0,0,0,0,0,0,0,0,1,persistence
0,0,0,0,0,0,0,0,0,1,persistent
0,0,0,0,0,0,0,1,0,0,personal
0,0,0,0,0,0,0,1,0,0,persuade
1,0,1,1,0,0,0,0,1,0,perverse
1,0,1,0,0,0,0,0,1,0,pervert
0,0,1,0,0,0,0,0,1,0,perverted
0,0,0,1,0,1,0,0,1,0,pessimist
1,0,1,1,0,0,0,0,1,0,pest
0,0,0,0,0,0,0,0,1,0,pet
0,0,0,0,0,0,0,0,1,0,petty
0,0,0,0,0,0,0,0,0,1,pharmaceutical
0,0,0,0,0,0,0,1,0,1,physician
0,0,0,0,0,0,0,0,0,1,physics
0,0,0,0,0,0,0,0,0,1,pick
0,0,0,0,1,0,0,0,0,1,picturesque
0,0,0,0,0,0,0,1,0,1,pill
0,0,0,0,0,0,0,0,0,1,pillow
0,0,0,0,0,0,0,1,0,1,pilot
0,0,0,0,0,0,0,0,1,0,pimp
0,0,0,0,0,1,0,0,0,0,pity
0,0,1,1,0,1,0,0,1,0,plague
0,1,0,0,0,0,0,0,0,0,plan
0,1,0,0,0,0,0,1,0,1,planning
1,0,0,0,1,0,1,1,0,1,playful
0,1,0,0,1,0,1,1,0,1,pleasant
0,0,0,0,1,0,0,0,0,1,pleased
0,0,0,0,1,0,0,0,0,1,pleasurable
0,0,0,0,1,0,0,1,0,1,pledge
0,0,0,0,0,1,0,0,1,0,pointless
1,0,1,1,0,1,0,0,1,0,poison
1,0,1,1,0,1,0,0,1,0,poisoned
0,0,1,0,0,0,0,0,1,0,poisoning
1,0,1,1,0,1,0,0,1,0,poisonous
0,0,0,1,0,0,0,1,0,1,police
0,0,0,1,0,0,0,1,0,1,policeman
0,0,0,0,0,0,0,1,0,0,policy
0,0,0,0,0,0,0,0,0,1,polite
1,0,0,0,0,0,0,0,0,0,politics
0,0,0,0,0,0,0,0,0,1,pool
0,0,0,0,0,0,0,0,1,0,poorly
0,0,0,0,0,0,0,0,0,1,pope
0,0,0,0,0,0,0,0,0,1,popularity
0,0,1,0,0,0,0,0,1,0,porn
0,0,0,0,0,0,0,0,1,0,porno
0,0,0,0,0,0,0,0,1,0,pornographic
0,0,1,0,0,0,0,0,1,0,pornography
0,0,0,1,0,0,0,0,0,0,posse
0,1,0,0,0,0,0,0,0,0,possibility
1,0,1,1,0,1,0,0,1,0,poverty
1,1,1,1,1,0,0,1,0,1,powerful
1,0,1,1,0,1,0,0,1,0,powerless
0,0,0,0,0,0,0,0,0,1,practice
0,0,0,0,1,0,1,1,0,1,practiced
0,0,0,0,1,0,0,1,0,1,praise
0,0,0,0,1,0,0,0,0,1,praised
0,1,0,1,1,0,1,1,0,1,pray
0,1,0,0,1,0,1,0,0,1,precious
0,0,0,0,0,0,0,0,0,1,precise
0,0,0,0,0,0,0,0,0,1,precision
0,1,0,0,0,0,0,0,0,0,predict
0,1,0,0,0,0,0,0,0,0,prediction
0,0,0,0,0,0,0,1,0,1,prefer
0,0,1,0,0,0,0,0,1,0,pregnancy
1,0,0,0,0,0,0,0,1,0,prejudice
0,0,0,0,0,0,0,0,0,1,premier
0,1,0,0,0,0,0,0,0,0,preparation
0,1,0,0,0,0,0,0,0,1,prepare
0,1,0,0,0,0,0,1,0,1,prepared
0,1,0,0,1,0,1,1,0,1,present
0,0,0,0,0,0,0,1,0,1,president
0,0,0,0,0,0,0,0,1,0,pressure
0,0,0,0,1,0,0,1,0,1,prestige
0,0,0,0,0,0,0,0,1,0,pretend
0,0,0,0,0,0,0,0,1,0,pretended
1,0,0,0,0,0,0,0,1,0,pretending
0,1,0,0,1,0,0,1,0,1,pretty
0,0,0,1,0,0,0,0,0,0,prevent
0,1,0,0,0,0,0,0,0,1,prevention
0,0,0,1,0,0,0,0,1,0,prey
0,0,0,0,0,0,0,0,0,1,priceless
1,0,1,1,0,0,1,0,1,0,prick
0,0,0,0,0,0,0,0,1,0,prickly
0,0,0,0,1,0,0,0,0,1,pride
0,0,0,0,0,0,0,1,0,1,priest
0,0,0,0,0,0,0,0,0,1,prince
0,0,0,0,0,0,0,0,0,1,princess
0,0,0,0,0,0,0,1,0,1,principal
1,0,0,1,0,1,0,0,1,0,prison
1,0,1,1,0,1,0,0,1,0,prisoner
0,0,0,0,1,0,0,1,0,1,privileged
0,1,0,1,0,1,0,0,0,0,probation
0,0,0,1,0,1,0,0,1,0,problem
0,0,0,0,0,0,0,0,1,0,procrastinate
0,0,0,0,0,0,0,0,1,0,procrastination
0,0,0,0,0,0,0,0,0,1,producer
0,0,0,0,0,0,0,0,0,1,producing
0,1,0,0,0,0,0,0,0,1,production
0,0,0,0,0,0,0,0,0,1,productive
0,0,0,0,0,0,0,0,0,1,productivity
0,0,0,0,0,0,0,0,0,1,profession
0,0,0,0,0,0,0,1,0,1,professional
0,0,0,0,0,0,0,1,0,1,professor
0,1,0,0,1,0,0,0,0,1,progress
0,0,0,0,1,0,0,1,0,1,promise
0,0,0,0,0,0,0,0,0,1,promising
0,0,0,0,0,0,0,0,0,1,promotion
0,0,0,0,0,0,0,1,0,0,proof
0,1,0,0,0,0,0,0,0,0,prophecy
0,1,0,0,0,0,0,1,0,1,prophet
0,1,0,0,0,0,0,0,0,0,prophetic
0,0,0,0,0,0,0,0,0,1,prospect
0,0,1,0,0,0,0,0,1,0,prostitute
0,0,1,0,0,1,0,0,1,0,prostitution
0,0,0,0,0,0,0,0,0,1,protect
0,0,0,0,0,0,0,1,0,0,protected
0,0,0,0,0,0,0,1,0,1,protecting
0,0,0,0,0,0,0,0,0,1,protective
0,0,0,0,0,0,0,1,0,1,protector
0,0,0,1,0,0,0,0,0,0,protestant
0,1,0,0,1,0,0,1,0,1,proud
0,0,0,0,0,0,0,0,0,1,prove
0,0,0,0,0,0,0,1,0,0,proven
0,0,0,0,0,0,0,1,0,1,provide
0,1,0,0,1,0,0,1,0,1,providing
1,0,1,0,0,0,0,0,1,0,provoking
0,0,0,0,0,0,0,0,0,1,psalm
0,1,0,0,0,0,0,0,0,1,public
0,0,1,0,0,0,0,0,0,0,puke
0,0,0,0,0,0,0,0,0,1,pull
0,0,0,1,0,0,0,0,1,0,punish
1,1,1,1,0,1,0,0,1,0,punished
1,0,0,1,0,1,0,0,1,0,punishing
1,0,1,1,0,0,0,0,1,0,punishment
0,0,0,0,0,0,0,1,0,1,purely
0,0,1,1,0,0,0,0,1,0,purgatory
0,0,0,0,0,0,0,1,0,1,qualified
0,0,0,0,0,0,0,0,0,1,question
0,0,1,0,0,0,0,0,1,0,questionable
0,0,0,0,0,1,0,0,0,1,quiet
0,0,0,0,0,0,0,0,1,0,quit
0,0,0,0,0,0,0,0,1,0,quiz
0,0,0,0,1,0,0,0,0,1,radiant
0,0,0,0,0,0,0,0,0,1,radio
0,0,0,0,0,0,0,0,0,1,radio1
0,0,0,0,0,0,0,0,0,1,radio2
0,0,0,0,0,0,0,0,0,1,radio2xs
0,0,0,0,0,0,0,0,0,1,radio4
0,0,0,1,0,0,0,0,1,0,radioactive
1,0,0,0,0,0,0,0,1,0,rage
1,0,1,1,0,0,0,0,1,0,raging
0,0,1,0,0,0,0,0,1,0,rancid
0,0,0,0,0,0,1,0,0,0,randomly
1,0,1,1,0,1,0,0,1,0,rape
0,0,0,0,0,0,1,0,0,0,rapid
0,0,1,0,0,0,0,0,1,0,rash
0,0,0,0,0,0,0,1,0,1,rational
1,0,0,1,0,0,0,0,0,0,react
0,1,0,0,1,0,0,1,0,1,readiness
0,0,0,0,0,0,0,0,0,1,reading
0,1,0,0,0,0,0,0,0,0,ready
0,0,0,0,0,0,0,1,0,1,real
0,0,0,0,0,0,0,0,0,1,reason
0,0,0,0,0,0,0,1,0,1,reassurance
0,0,0,0,0,0,0,1,0,1,reassure
0,0,0,0,0,0,0,0,0,1,rebate
1,0,0,1,0,0,0,0,1,0,rebel
1,0,1,1,0,0,0,0,0,0,rebellion
0,0,0,0,0,0,0,0,0,1,received
0,1,0,0,1,0,1,0,0,1,receiving
1,0,1,1,0,1,0,0,1,0,recession
0,0,0,0,0,0,0,1,0,1,recommend
0,0,0,0,0,0,0,0,0,1,recovery
0,1,0,0,1,0,0,0,0,1,recreation
0,1,0,0,1,0,0,0,0,1,recreational
0,0,0,0,0,0,0,1,0,0,recruits
0,0,0,0,0,0,0,1,0,0,referee
0,0,0,0,0,0,0,0,1,0,refusal
0,0,0,0,0,0,0,0,1,0,refuse
0,0,0,0,0,1,0,0,1,0,refused
0,0,0,0,0,1,0,0,1,0,regret
0,0,0,0,0,1,0,0,1,0,regretted
0,0,0,0,0,1,0,0,1,0,regretting
0,0,0,0,0,0,0,0,0,1,regulate
0,0,0,1,0,0,0,0,1,0,regulatory
0,1,0,0,0,0,0,0,0,1,rehabilitation
1,0,0,1,0,1,0,0,1,0,reject
0,0,0,0,0,0,0,0,1,0,rejected
1,0,1,1,0,1,0,0,1,0,rejection
1,0,0,1,0,1,0,0,1,0,rejects
0,1,0,0,1,0,1,1,0,1,rejoice
0,0,0,0,0,0,0,1,0,0,related
0,0,0,0,0,0,0,0,0,1,relaxation
0,0,0,0,0,0,0,1,0,1,relevant
0,0,0,0,0,0,0,0,0,1,relief
0,0,0,0,0,0,0,1,0,0,religion
0,0,0,1,0,0,0,0,1,0,reluctant
0,0,0,0,1,0,1,1,0,1,remarkable
0,0,0,0,0,0,0,0,0,1,remarkably
0,0,0,0,0,1,0,0,1,0,remorse
0,0,0,0,0,0,0,0,1,0,removal
1,0,0,1,0,1,0,0,1,0,remove
0,1,0,0,1,0,0,0,0,1,renovation
0,0,0,0,0,0,0,1,0,1,reporter
1,0,0,0,0,0,0,0,1,0,resent
1,0,1,0,0,1,0,0,1,0,resentment
0,0,0,0,0,0,0,0,0,1,resident
1,0,1,1,0,1,0,0,1,0,resign
0,0,0,0,0,1,1,0,1,0,resignation
0,0,0,0,0,1,0,0,1,0,resigned
0,0,0,0,0,0,0,0,1,0,resist
1,0,0,0,0,0,0,0,1,0,resistance
1,0,0,1,0,1,0,0,1,0,resisting
0,0,0,0,1,0,0,1,0,1,resources
0,1,0,0,1,0,0,1,0,1,respect
0,0,0,0,0,0,0,1,0,1,respectful
0,0,0,0,0,0,0,0,0,1,respecting
0,0,0,0,0,0,0,1,0,1,respects
0,0,0,0,0,0,0,1,0,1,responsible
0,0,0,0,0,0,0,0,0,1,rest
1,0,0,1,0,0,0,0,1,0,restrain
0,0,0,1,0,0,0,0,0,0,restrained
0,0,0,0,0,0,0,0,0,1,restraint
0,0,0,0,0,1,0,0,1,0,restrict
1,0,0,1,0,1,0,0,1,0,restriction
0,1,0,0,0,0,0,0,0,0,result
0,0,0,0,0,0,0,1,0,0,retain
0,0,1,1,0,1,0,0,1,0,retard
0,1,0,1,1,1,0,1,1,1,retirement
0,1,0,0,0,0,0,1,0,1,reunion
1,1,0,1,0,0,1,0,1,0,revenge
0,0,0,0,0,0,0,0,0,1,revise
1,1,0,1,0,1,1,0,1,1,revolution
0,0,0,0,0,0,0,0,0,1,revolutionary
0,1,0,0,1,0,1,1,0,1,reward
0,0,0,0,0,0,0,0,0,1,rhythm
1,0,1,0,0,1,0,0,1,0,ridicule
1,0,1,0,0,0,0,0,1,0,ridiculous
0,0,0,0,0,0,0,0,1,0,rigid
0,1,0,0,1,0,0,0,0,1,rising
0,1,0,1,0,0,0,0,1,0,risk
0,1,0,1,0,0,0,0,1,0,risky
0,0,0,0,0,0,0,0,0,1,rock
0,1,0,1,1,1,1,1,0,1,romance
0,1,0,0,1,0,0,1,0,1,romantic
0,0,0,0,0,0,0,1,0,1,rooted
0,0,0,0,0,0,0,0,0,1,royalty
0,0,0,1,0,1,0,0,1,0,ruin
1,0,1,1,0,1,0,0,1,0,ruined
0,0,0,1,0,0,0,1,0,0,rule
0,0,0,0,0,1,0,0,1,0,rumor
0,0,1,1,0,1,0,0,1,0,sacrifices
0,0,0,0,0,1,0,0,1,0,sadly
0,0,0,0,0,1,0,1,1,0,sadness
0,0,0,0,1,0,0,1,0,1,safe
0,0,0,0,0,0,0,1,0,1,safeguard
0,1,0,0,1,0,1,1,0,1,saint
0,1,0,0,1,0,0,1,0,1,salary
0,1,0,0,0,0,0,0,0,0,saliva
0,1,0,0,1,0,0,1,0,1,salvation
1,0,1,0,0,1,0,0,1,0,sarcasm
1,0,0,0,0,0,0,0,1,0,satanic
0,0,0,0,1,0,0,0,0,1,satisfied
1,0,0,1,0,0,0,0,1,0,savage
0,0,0,0,1,0,0,1,0,1,save
0,0,0,0,0,0,0,0,0,1,savings
0,0,0,0,0,0,0,0,1,0,scab
1,1,0,1,0,0,1,0,1,0,scare
0,0,0,1,0,0,0,0,1,1,scarecrow
0,0,0,0,0,0,0,1,0,0,sceptical
1,0,1,1,0,1,0,0,1,0,schizophrenia
0,0,0,0,0,0,0,0,0,1,scholar
0,0,0,0,1,0,0,0,0,1,scholarship
0,0,0,0,0,0,0,1,0,0,school
0,0,0,0,0,0,0,1,0,1,scientific
0,1,0,0,0,0,0,1,0,1,scientist
0,1,0,0,1,0,1,0,0,1,score
1,0,1,1,0,0,1,0,1,0,scream
1,0,1,1,0,0,0,0,1,0,screaming
1,0,0,0,0,0,0,0,1,0,screwed
0,0,0,0,0,0,0,1,0,0,scripture
0,0,0,0,0,0,0,0,0,1,scrumptious
0,0,0,0,0,0,0,0,0,1,sculpture
0,0,1,0,0,0,0,0,1,0,scum
0,0,0,0,0,0,0,0,0,1,seasoned
0,0,0,0,0,0,0,1,0,0,secret
0,0,0,0,0,0,0,0,1,0,secretive
1,0,0,1,0,0,0,0,1,0,sectarian
0,0,0,0,0,0,0,0,1,0,seduce
0,0,0,0,0,0,0,0,1,0,seduction
0,1,0,0,0,0,0,0,0,0,seductive
0,0,0,1,0,0,0,0,1,0,seize
0,0,0,1,0,0,0,0,0,0,seizure
1,0,1,0,0,0,0,0,1,0,selfish
0,0,0,0,0,0,0,0,1,0,selfishness
0,0,0,0,0,0,0,0,0,1,sense
0,0,0,0,0,0,0,0,0,1,sentimental
0,0,0,0,0,0,0,1,0,0,series
0,0,0,1,0,1,0,0,0,0,seriousness
0,0,0,0,0,0,0,1,1,0,servant
0,1,0,0,1,0,0,1,0,1,sex
0,0,0,1,0,0,0,0,1,0,shaking
1,1,0,1,0,0,0,0,1,0,shaky
0,0,1,1,0,1,0,0,1,0,shame
0,0,0,0,0,1,0,0,1,0,shameful
0,0,1,0,0,0,0,0,1,0,shameless
0,0,0,0,0,0,0,0,0,1,shape
0,1,0,0,1,0,0,1,0,1,share
1,1,0,0,0,0,0,0,0,0,sharpen
0,0,0,0,0,0,0,0,0,1,shine
0,1,0,0,1,0,0,0,0,1,shining
1,0,1,0,0,0,0,0,1,0,shit
1,0,0,1,0,0,1,0,1,0,shock
0,0,0,0,0,0,1,0,0,0,shockingly
0,1,0,0,1,0,1,1,0,1,shopping
1,0,0,1,0,1,0,0,1,0,shortage
0,1,0,0,0,0,0,0,0,0,shortly
0,0,0,0,0,0,0,1,0,1,shoulder
1,0,0,0,0,0,1,0,0,0,shout
1,0,0,0,0,0,0,0,1,0,shove
0,0,0,0,0,0,0,1,0,0,show
0,0,1,0,0,1,0,0,1,0,sick
1,0,1,1,0,1,0,0,1,0,sickening
0,0,1,0,0,1,0,0,1,0,sickly
0,0,1,1,0,1,0,0,1,0,sickness
0,0,0,0,0,0,0,0,0,1,silk
0,0,0,0,1,0,0,0,1,0,silly
1,0,1,1,0,1,0,0,1,0,sin
0,0,0,0,0,0,0,1,0,1,sincere
0,0,0,0,0,0,0,0,0,1,sincerity
0,1,0,0,1,1,0,1,0,1,sing
1,0,1,1,0,0,0,0,1,0,sinister
1,0,1,1,0,1,0,0,1,0,sinner
0,0,0,0,0,0,0,1,0,1,sir
0,0,0,0,0,0,0,0,1,0,sissy
0,0,0,0,0,0,0,0,1,0,skeptical
0,0,0,0,0,0,0,0,0,1,skilled
0,0,0,0,0,0,0,0,0,1,sky
0,0,0,0,0,0,0,0,0,1,sky1
1,0,1,1,0,1,1,0,1,0,slaughter
1,0,1,1,0,1,0,0,1,0,slaughterhouse
1,0,1,1,0,1,1,0,1,0,slaughtering
1,0,0,1,0,1,0,0,1,0,slave
1,0,1,1,0,1,0,0,1,0,slavery
1,0,0,0,0,0,0,0,1,0,slay
1,0,1,1,0,1,1,0,1,0,slayer
0,0,0,0,0,0,0,0,0,1,slender
0,0,0,0,0,0,1,0,1,0,slip
1,0,1,0,0,0,0,0,1,0,slut
0,0,0,0,0,0,0,0,1,0,small
1,0,1,0,0,0,0,0,1,0,smell
0,0,1,0,0,0,0,0,1,0,smelling
0,0,0,0,1,0,1,1,0,1,smile
0,0,0,0,1,0,0,0,0,1,smiling
0,0,0,0,0,0,0,0,1,0,smoker
1,0,0,0,0,0,0,0,1,0,smother
0,0,0,0,0,0,0,0,1,0,smug
0,0,0,1,0,0,0,0,1,0,smuggle
0,0,0,0,0,0,0,0,1,0,smuggling
0,0,1,1,0,0,0,0,1,0,smut
0,0,0,0,0,0,0,0,1,0,snob
0,0,0,0,0,1,0,0,0,0,snort
0,0,0,0,0,1,0,0,1,0,sob
0,0,0,0,0,0,0,0,0,1,sociable
0,0,1,1,0,0,0,0,0,0,socialism
1,0,1,1,0,1,0,0,1,0,socialist
1,0,0,0,0,1,0,0,0,1,soldier
0,0,0,0,0,0,0,0,0,1,solution
1,0,0,0,0,1,0,0,1,0,sore
0,0,0,0,0,1,0,0,1,0,sorely
0,0,0,1,0,1,0,0,1,0,sorrow
0,0,0,1,0,0,0,0,1,0,soulmate
0,0,0,0,0,0,0,0,0,1,soup
0,0,1,0,0,0,0,0,1,0,sour
0,1,0,0,1,0,1,1,0,1,spa
0,0,0,0,0,0,0,0,0,1,spacious
1,0,0,0,0,0,0,0,1,0,spat
0,0,0,0,1,0,0,0,0,1,special
0,0,0,0,0,0,0,0,0,1,speech
0,0,0,0,0,0,0,0,0,1,speedy
0,0,0,0,0,0,0,0,1,0,spent
0,0,0,0,0,0,0,0,0,1,spice
1,0,0,0,0,0,0,0,1,1,spine
0,0,0,0,0,0,0,0,0,1,spirit
0,1,0,0,1,0,1,0,0,1,spirits
