"X","state","country_code","shape","duration_seconds","summary","day_part","latitude","longitude","timezone","population","elevation_m","month","cyear"
2393,"CA","US","sphere",60,"Three silent red/orange balls of light moves quickly over the water and up into the clouds.","nautical dusk",36.61774,-121.91662,"America/Los_Angeles",15674,46,7,"2000+"
2394,"FL","US","sphere",30,"A  bright green ""dot"" speeding across sky. Definitely not a plane, had no flashing lights.Wasn't a green fireball, ,plane or","afternoon",26.52535,-80.06643,"America/New_York",73966,6,2,"2000+"
2395,"WA","US","sphere",2,"Orange sphere appears and skirts across the sky","night",47.60621,-122.33207,"America/Los_Angeles",737015,56,11,"2000+"
2396,"CA","US","sphere",300,"ball of flame","morning",37.6391,-120.99688,"America/Los_Angeles",211266,28,6,"2000+"
2397,"NY","US","sphere",600,"2 bright objects - one silver - one blue","afternoon",40.71621,-73.85014,"America/New_York",67714,18,7,"2000+"
2398,"AU","AU","sphere",900,"Two red and white discs seen over north Queensland, Australia","morning",-20.28809,148.72938,"Australia/Brisbane",2016,5,5,"2000+"
2399,"CA","US","sphere",240,"Orange/ Red sphere 25 to 35 feet across moving  slow and on a low level altitude","night",33.6103,-114.59635,"America/Los_Angeles",19208,83,6,"2000+"
2400,"AU","AU","sphere",120,"Bright orange glow. Stationary.","night",-31.95224,115.8614,"Australia/Perth",2192229,4,2,"1960-1980"
2401,"FL","US","sphere",20,"Blinking light travels the entire sky in 20 seconds making no sound.  ((anonymous report))","civil dusk",26.14234,-81.79596,"America/New_York",21512,1,9,"2000+"
2402,"CA","US","sphere",180,"About 4 days earlier my husband was working on the flight line at NAS Lemoore, ca and he and two of his coworkers saw three brights s","night",36.32745,-119.64568,"America/Los_Angeles",55659,76,8,"2000+"
2403,"CA","US","sphere",600,"UFO sighting Long Beach, CA - Small spherical bright light reflective object remaining perfectly stationary","afternoon",33.76696,-118.18923,"America/Los_Angeles",474140,9,2,"2000+"
2404,"BC","CA","sphere",1800,"Glowing spherical object Penticton  B.C. Canada Feb. 9, 2009 looking at the full moon","morning",49.48062,-119.58584,"America/Vancouver",33761,286,2,"2000+"
2405,"NY","US","sphere",480,"video taken- flickering red orange spheres","night",40.63205,-73.71263,"America/New_York",17121,7,11,"2000+"
2406,"FL","US","sphere",172800,"2 stars moving in the sky & more.  ((NUFORC Note:  We suspect a sighting of planets in the eastern morning sky.  PD))","night",28.36472,-82.19592,"America/New_York",6955,36,7,"2000+"
2407,"CA","US","sphere",15,"Observed a spherical object moving at high speed, in a straight course from southest to northwest. The object appeared to be round in s","afternoon",37.35411,-121.95524,"America/Los_Angeles",126215,23,9,"2000+"
2408,"FL","US","sphere",172800,"These are accounts of several personal UFO and 'other' experiences.","nautical dusk",30.33218,-81.65565,"America/New_York",954614,5,1,"2000+"
2409,"CA","US","sphere",240,"Yellow halo around red sphere almost the size of 1/4 MOON","night",38.72963,-120.79855,"America/Los_Angeles",10650,569,10,"2000+"
2410,"NY","US","sphere",300,"Bright yellow sphere moving from west to east, then hovering and after some sharp left and right turns dissapearing behind a cloud","night",40.75566,-73.88541,"America/New_York",67067,24,2,"2000+"
2411,"FL","US","sphere",180,"07/30/2011 time 22:12 in greater groves blvd clermont fl 34714  6-7 hovering objects","night",28.54944,-81.77285,"America/New_York",32390,43,7,"2000+"
2412,"WA","US","sphere",120,"Unidentified","night",47.15538,-122.43401,"America/Los_Angeles",35803,115,1,"2000+"
2413,"CA","US","sphere",216000,"there was a glowin sphere which is still visible right now that is still swayin back and forth in the distance","night",34.17223,-118.37897,"America/Los_Angeles",77848,196,3,"2000+"
2414,"NY","US","sphere",120,"Glowing,spinning rapidly,displaying quickly changing multi-colored patterns and repeating designs,hovering silently at 70ft.Videotaped.","nautical dusk",43.08313,-73.78457,"America/New_York",27765,91,12,"1980-2000"
2415,"CA","US","sphere",3,"witnessed a white spherical object zip downward across the sky at an 80 degree angle.","night",35.37329,-119.01871,"America/Los_Angeles",373640,123,7,"2000+"
2416,"FL","US","sphere",240,"2 Cirular objects with a reddish/ orange light move across the downtown Miami","night",25.77427,-80.19366,"America/New_York",441003,2,2,"2000+"
2417,"WA","US","sphere",5,"Video played back captured 2 ufo sphere s /orbs /crafts zooming out of a larger craft hidden in the clouds!","night",46.23958,-119.10057,"America/Los_Angeles",69451,118,10,"2000+"
2418,"CA","US","sphere",180,"Many silver spheres.","afternoon",33.83529,-117.9145,"America/Los_Angeles",350742,48,12,"2000+"
2419,"CA","US","sphere",300,"Small hovering bright light seen in the evening sky.","afternoon",38.29714,-122.28553,"America/Los_Angeles",80434,6,6,"2000+"
2420,"CA","US","sphere",300,"Redwood City Sphere, third sighting","astronomical dusk",37.48522,-122.23635,"America/Los_Angeles",85288,6,5,"2000+"
2421,"TX","US","sphere",12,"A very dim, round ball of light that moved at a very high speed across the sky--much faster than a jet, but slower than a meteorite.","night",33.78677,-97.72586,"America/Chicago",2939,299,10,"1980-2000"
2422,"FL","US","sphere",30,"looked up at storm clouds as leaving theatre & saw silver ball/sphere speeding NW..turned black & disappeared","afternoon",27.49893,-82.57482,"America/New_York",54437,1,7,"2000+"
2423,"BC","CA","sphere",1800,"HBCCUFO CANADIAN REPORT:  Three colored spheres.","morning",49.10635,-122.82509,"America/Vancouver",394976,22,2,"2000+"
2424,"BC","CA","sphere",300,"Two bright objects in southern sky","night",49.31636,-123.06934,"America/Vancouver",48000,68,1,"2000+"
2425,"CA","US","sphere",60,"They were transparent, but they clearly had a shape to them like soap bubbles.","night",34.01949,-118.49138,"America/Los_Angeles",93220,32,5,"2000+"
2426,"CA","US","sphere",20,"Shiny White Sphere seen in afternoon above Calabasas at high altitude.","afternoon",34.15778,-118.63842,"America/Los_Angeles",23058,283,6,"2000+"
2427,"NY","US","sphere",90,"Round(circular) completely illuminated object and silent.","night",43.03311,-78.96254,"America/New_York",20813,178,9,"1980-2000"
2428,"WA","US","sphere",180,"Blueberry Size Glowing Orange Object going East, above the Columbia River at 3500-4000 ft. and a speed of approximately 150mph +.","night",45.63873,-122.66149,"America/Los_Angeles",172860,52,7,"2000+"
2429,"NY","US","sphere",300,"Multiple sightings of a flashing bright white light flying in the tree line of the woods behind my yard this summer, 2008","night",40.90093,-73.34317,"America/New_York",7390,18,6,"2000+"
2430,"FL","US","sphere",120,"Have video, would like you to review it.  Shot on I phone 6.  Traveling on 95 S road was busy or video would of been better,","morning",27.29393,-80.35033,"America/New_York",164603,5,12,"2000+"
2431,"CA","US","sphere",30,"grapefruit sized blue globe!!","astronomical dusk",38.89156,-121.29301,"America/Los_Angeles",49757,51,5,"2000+"
2432,"ON","CA","sphere",2700,"Very large sphere hovering in the sky and casting a deep orange light","night",43.70011,-79.4163,"America/Toronto",2600000,195,4,"2000+"
2433,"TX","US","sphere",300,"I was headed for work and was dropping off my trash at the Trash dumpster and looked up and saw a Silver Sphere just hovering. It was a","afternoon",30.26715,-97.74306,"America/Chicago",931830,149,4,"2000+"
2434,"AU","AU","sphere",30,"a light stopped,swing around in a semi circle,stopped, did a right angle turn and continued, then went out.","nautical dusk",-33.86785,151.20732,"Australia/Sydney",5231147,1,3,"2000+"
2435,"CA","US","sphere",300,"Sphere shape, red, blue and white lights, over Montebello headed north west toward ELA / Monterey Park","night",34.00946,-118.10535,"America/Los_Angeles",63921,61,11,"2000+"
2436,"TX","US","sphere",240,"Orange sphere-like form moves at constant altitude and speed without any sound over Possum Kingdom Lake","astronomical dusk",32.93762,-98.24699,"America/Chicago",575,292,9,"2000+"
2437,"NY","US","sphere",172800,"Bright light at bottom and moving in a circular motion","night",40.85343,-73.41151,"America/New_York",33029,66,6,"2000+"
2438,"CA","US","sphere",1200,"4/12/18 a cluster of yellow balls turned into single balls and lasting around 20 minutes.","night",32.71571,-117.16472,"America/Los_Angeles",1394928,20,4,"2000+"
2439,"ON","CA","sphere",30,"Big star-like object in westrern sky near time of sunset in Ottawa, Canada instantly disappears!","civil dusk",45.41117,-75.69812,"America/Toronto",812129,117,12,"2000+"
2440,"TX","US","sphere",60,"Two glowing spheres that changed direction at different times.","night",30.26715,-97.74306,"America/Chicago",931830,149,2,"2000+"
2441,"ON","CA","sphere",360,"while working on a roof in welland observed what i originally thought was some kids balloon. was talking to my boss on my cell at the t","morning",42.98342,-79.24958,"America/Toronto",52293,240,5,"2000+"
2442,"CA","US","sphere",120,"Two small objects flying in formation and what appeared to be an F series fighter plane chasing them.","morning",38.10409,-122.25664,"America/Los_Angeles",121692,21,5,"2000+"
2443,"WA","US","sphere",1.5,"A sphere falling from the sky in the south.","astronomical dusk",45.58706,-122.39954,"America/Los_Angeles",21846,22,7,"2000+"
2444,"ON","CA","sphere",300,"Two silver spheres were seen in the north east sky.

 The objects could have been two weather balloons but they were very far away an","afternoon",43.70011,-79.4163,"America/Toronto",2600000,175,9,"2000+"
2445,"AU","AU","sphere",600,"3 objects of light seen in Harris Park, Sydney Australia making no sounds as they fly","night",-33.82285,151.00781,"Australia/Sydney",5738,7,1,"2000+"
2446,"WA","US","sphere",240,"Bright white light flying low and fast heading east.","civil dusk",46.25097,-119.9017,"America/Los_Angeles",11176,245,6,"2000+"
2447,"CA","US","sphere",480,"Two  luminescent spherical ufo's  in flight pattern over Modesto, CA.","afternoon",37.6391,-120.99688,"America/Los_Angeles",211266,28,10,"2000+"
2448,"WA","US","sphere",60,"Huge Bright Red Glowing  Sphere/Ball Falling out of the sky in Spanaway/Fredrickson area","night",47.10399,-122.43457,"America/Los_Angeles",27227,116,11,"2000+"
2449,"CA","US","sphere",1200,"very black blimp no one could see","afternoon",37.32328,-121.93162,"America/Los_Angeles",4926,37,4,"1980-2000"
2450,"ON","CA","sphere",10,"Shiny round object seen in broad daylight, then suddenly disappears.","afternoon",45.41117,-75.69812,"America/Toronto",812129,136,10,"2000+"
2451,"FL","US","sphere",180,"2 UFO bright white sphere disc crafts seen over Rockledge Fl by mother and adult son.","afternoon",28.35084,-80.72533,"America/New_York",24926,7,4,"2000+"
2452,"TX","US","sphere",600,"When returning with take out food I noticed a bright star-like light in the sky.  It was too early for a star.  I took my food into the","afternoon",26.20341,-98.23001,"America/Chicago",140269,37,8,"2000+"
2453,"ENG","GB","sphere",20,"Metallic Spheres","afternoon",52.97633,-0.02664,"Europe/London",41340,239,4,"2000+"
2454,"CA","US","sphere",600,"Slow moving UFO over Los Angeles, very high up flashed several times.","afternoon",33.99084,-118.46008,"America/Los_Angeles",40885,4,11,"2000+"
2455,"ON","CA","sphere",20,"In sky dogging in and out of clouds in a swooping motion","morning",43.70011,-79.4163,"America/Toronto",2600000,175,5,"2000+"
2456,"FL","US","sphere",30,"Spere formation over Key West","night",24.55524,-81.78163,"America/New_York",25755,1,7,"2000+"
2457,"CA","US","sphere",180,"Solid non flashing red lights under the clouds moving slowly in different directions yet staying together. ((anonymous report))","nautical dusk",38.58907,-121.30273,"America/Los_Angeles",71017,27,12,"2000+"
2458,"FL","US","sphere",120,"Hovering Sphere over the ocean","nautical dusk",29.89469,-81.31452,"America/New_York",12975,0,6,"1980-2000"
2459,"NY","US","sphere",180,"Ball of light","morning",42.09006,-78.49419,"America/New_York",1738,433,7,"1980-2000"
2460,"ENG","GB","sphere",1800,"Seven spherical ufo's seen at park.  Two were extremely black.","afternoon",53.40979,-2.15761,"Europe/London",139052,189,4,"2000+"
2461,"CA","US","sphere",86400,"Stationary bright light observed foor over an hour.((NUFORC Note:  Possible sighting of Venus, which is in the NW sky, currently.  PD))","afternoon",34.15112,-118.44925,"America/Los_Angeles",52677,202,4,"2000+"
2462,"CA","US","sphere",60,"see above","afternoon",36.74773,-119.77237,"America/Los_Angeles",520052,94,3,"2000+"
2463,"CA","US","sphere",240,"Small White Sphere Stops Above Transamerica Building and Then Floats Away","afternoon",37.77493,-122.41942,"America/Los_Angeles",864816,16,2,"2000+"
2464,"BC","CA","sphere",4,"An object was following a single engine plane and split into multiple objects and disappeared.","astronomical dusk",49.10635,-122.82509,"America/Vancouver",394976,17,2,"2000+"
2465,"AU","AU","sphere",20,"Transparent sphere straight & level flight into the distance during air force air display in Australia.","morning",-27.62343,152.76067,"Australia/Brisbane",2958,37,10,"2000+"
2466,"TX","US","sphere",2,"While making a store delivery, I was exiting my truck and I saw a light yellow sphere appear then disappear and it was moving fast.","astronomical dusk",29.38385,-94.9027,"America/Chicago",47618,3,10,"2000+"
2467,"NY","US","sphere",300,"No noise, unusual beginning.","afternoon",43.15478,-77.61556,"America/New_York",209802,154,9,"2000+"
2468,"ON","CA","sphere",600,"Tuesday, December 14, 2004  While driving to Chatham from Ridgetown on the 401 at apx. 4:50 pm I noticed a jet above the clouds on the","civil dusk",42.41224,-82.18494,"America/Toronto",43550,295,12,"2000+"
2469,"WA","US","sphere",420,"3 spheres in sunset sky","afternoon",47.65966,-117.42908,"America/Los_Angeles",213272,571,2,"2000+"
2470,"FL","US","sphere",60,"HUGE Sphere-like craft spotted while driving S on Interstate I-95 near St. Augustine, FL (NOT A BLIMP!!)","morning",29.89469,-81.31452,"America/New_York",12975,0,1,"2000+"
2471,"TX","US","sphere",60,"Witnessed a bright white light shaped like a sphere hovering over pine trees in back yard. No sound, no other lights or color.","civil dusk",30.38826,-95.69634,"America/Chicago",806,90,3,"2000+"
2472,"ON","CA","sphere",120,"Sphere hovering over highway, Gray,silver appeard for 2 min the diaperred","morning",43.70011,-79.4163,"America/Toronto",2600000,100,6,"2000+"
2473,"NY","US","sphere",900,"White sphere decending. Hovered in place for 10 min. saw headed north for a second  then disappeared.","night",43.15478,-77.61556,"America/New_York",209802,154,7,"2000+"
2474,"ON","CA","sphere",300,"Follow up to fireball/sphere- video tape viewed -no explanations worthy","night",43.70011,-79.4163,"America/Toronto",2600000,169,1,"2000+"
2475,"ENG","GB","sphere",900,"weird lights over north nottinghamshire","astronomical dusk",53.13333,-1.2,"Europe/London",171958,42,5,"2000+"
2476,"FL","US","sphere",60,"a sphere shaped object hovered over us while on the beach.  A police officer was heard reporting seeing something at the same time.","nautical dusk",30.42131,-87.21691,"America/Chicago",53193,31,6,"1960-1980"
2477,"CA","US","sphere",120,"Saw 2 glowing spheres going from West to East for about two minutes.","afternoon",39.51394,-121.55776,"America/Los_Angeles",16260,51,6,"1960-1980"
2478,"CA","US","sphere",2700,"I look up at the sky and try to point out what star is what.  One started moving.  ((anonymous report))","night",33.86224,-118.39952,"America/Los_Angeles",19860,8,6,"2000+"
2479,"WA","US","sphere",600,"5 reddish spheres with flashing lights ""floating"" noiselessly not far offshore of Edmonds at maybe 1000 feet.","astronomical dusk",47.81065,-122.37736,"America/Los_Angeles",41375,20,10,"2000+"
2480,"WA","US","sphere",600,"An orange ball over Seattle left a stream of fluid along its path. Looking through the fluid the stars behind it were greatly magnified","civil dusk",47.60621,-122.33207,"America/Los_Angeles",737015,56,1,"1980-2000"
2481,"FL","US","sphere",300,"Green, blue, reddish lights in Sunrise, FL; unusual movements and speed without noise.","night",26.13397,-80.1131,"America/New_York",84439,1,3,"2000+"
2482,"WA","US","sphere",5,"Orange glowing sphere seen flying from the direction of The Cascade Mountains then over house.","nautical dusk",47.25288,-122.44429,"America/Los_Angeles",207948,74,7,"2000+"
2483,"CA","US","sphere",7200,"Metalic ball over orange county summer 2006","morning",33.87029,-117.92534,"America/Los_Angeles",140847,50,7,"2000+"
2484,"CA","US","sphere",240,"Ufo sighting in San Jose, calif around 7:47 pm","nautical dusk",37.33939,-121.89496,"America/Los_Angeles",1026908,26,9,"2000+"
2485,"CA","US","sphere",300,"Slow white spheres almost like stars during the day","afternoon",34.11612,-118.15035,"America/Los_Angeles",26151,201,10,"2000+"
2486,"CA","US","sphere",180,"Two red-orange spheres headed west. Moved very slowly and gradually faded out of sight over the ocean.","night",36.61774,-121.91662,"America/Los_Angeles",15674,46,1,"2000+"
2487,"WA","US","sphere",172800,"Orange apple-sized round lights, 7 in number, silent deliberate path, relatively low height, ability to make 45 degree turns.","night",46.3043,-119.36141,"America/Los_Angeles",13746,126,7,"2000+"
2488,"CA","US","sphere",10,"Unexplained large orange object moving in the sky","civil dusk",32.96282,-117.03586,"America/Los_Angeles",50157,157,6,"2000+"
2489,"TX","US","sphere",1200,"Very bright object moving all around quickly at times and slow at some times.","night",29.76328,-95.36327,"America/Chicago",2304580,12,9,"2000+"
2490,"TX","US","sphere",3.8,"Green spherical object with no trails of light behind it suggesting that it could have been a shooting star.","night",33.57786,-101.85517,"America/Chicago",249042,976,10,"2000+"
2491,"CA","US","sphere",300,"March 13, 1997 Monterey, CA UFO incident","night",36.60024,-121.89468,"America/Los_Angeles",28338,8,3,"1980-2000"
2492,"CA","US","sphere",60,"Red light shooting red objects down to earth.","night",38.68574,-121.37217,"America/Los_Angeles",42694,28,1,"2000+"
2493,"CA","US","sphere",120,"Orange glowing object zig zagging across the sky at a high rate of speed and was silent.","astronomical dusk",37.76659,-120.84715,"America/Los_Angeles",22259,48,4,"2000+"
2494,"AU","AU","sphere",5,"On a warm fresh morning in the summer of 87 i saw it suspended off the ground approx 1000yrds from me next to a main digital communicat","astronomical dawn",-31.95224,115.8614,"Australia/Perth",2192229,1,4,"1980-2000"
2495,"CA","US","sphere",120,"Sphere with bright lights hovering and moving unlike anything I ever seen.","night",35.13219,-118.44897,"America/Los_Angeles",13021,1210,9,"2000+"
2496,"NY","US","sphere",1,"Posssible UFO seen near Middletown, NY on the November night of the great northeastern black-out of 1965.","astronomical dusk",41.44593,-74.42293,"America/New_York",27812,170,11,"1960-1980"
2497,"NY","US","sphere",25,"Large, bright, circular object.  No noise.  Changed speed and direction.  ((anonymous report))","astronomical dusk",42.76784,-78.61336,"America/New_York",6236,280,7,"2000+"
2498,"TX","US","sphere",180,"Orange sphere headed west stayed stationary then V lined at a high rate then stood stationary","nautical dusk",30.26715,-97.74306,"America/Chicago",931830,149,10,"2000+"
2499,"FL","US","sphere",600,"Brilliant lightts with a haze","afternoon",28.85277,-81.68535,"America/New_York",19986,21,11,"2000+"
2500,"CA","US","sphere",60,"UFO sighting while driving to work. silver sphere racing into the clouds.","morning",37.97798,-122.03107,"America/Los_Angeles",128667,23,9,"2000+"
2501,"NY","US","sphere",129600,"Bright white object with blue, red, green and white lights close to Buffalo International airport... 1.5 hrs","night",42.88645,-78.87837,"America/New_York",258071,183,10,"2000+"
2502,"TX","US","sphere",20,"Colored spheres fly over Houston Texas!","night",29.76328,-95.36327,"America/Chicago",2304580,12,5,"2000+"
2503,"FL","US","sphere",240,"Eight spherical balls of light that what seemed like emerged from with in the clouds in the dark sky. They whipped back and forward acr","night",28.53834,-81.37924,"America/New_York",307573,30,4,"2000+"
2504,"CA","US","sphere",600,"4 uluminated white light spheres the size of a basket balls performed a symmetrical  choreographed movement at low level","night",37.99742,-121.71245,"America/Los_Angeles",39813,6,11,"2000+"
2505,"FL","US","sphere",30,"Lightless,soundless sphere glides over tampa, 1:30 Sunday morning, Nov 18.","night",27.94752,-82.45843,"America/New_York",384959,1,11,"2000+"
2506,"CA","US","sphere",10,"Two large orange colored lights over the Auburn skies at night","night",38.89657,-121.07689,"America/Los_Angeles",13776,374,1,"2000+"
2507,"ON","CA","sphere",20,"chrome sphere reflecting noon sun on straight NW to SE trajectory","morning",43.90012,-79.13289,"America/Toronto",91771,195,5,"2000+"
2508,"FL","US","sphere",10,"There were 3-5 low flying slow moving spherical objects moving horizontally across the sky on Halloween night, 8:40-9:00 PM 2013.","morning",28.80055,-81.27312,"America/New_York",58111,9,10,"2000+"
2509,"FL","US","sphere",691200,"Bright light fell from sky, numerous beings descended onto my roof via a shroud of clouds and I was violated sexually, lost 8 hours.","night",30.33218,-81.65565,"America/New_York",954614,5,3,"2000+"
2510,"TX","US","sphere",12,"Bright white round object with a more dim object moving across blue sky East to West.","afternoon",30.63269,-97.67723,"America/Chicago",63716,230,10,"2000+"
2511,"NY","US","sphere",15,"Bright light drops from the sky and crosses over the Thruway in Hamburg, NY.","nautical dawn",42.71589,-78.82948,"America/New_York",9576,250,2,"2000+"
2512,"NY","US","sphere",300,"Bright orange black circular ufo","night",40.69983,-73.83125,"America/New_York",98984,18,7,"2000+"
2513,"FL","US","sphere",180,"At approximately 11:30 pm, I saw 5 orange/red sphere (or firebalks) slowly moving from north to south accross the eastern sky","night",27.94752,-82.45843,"America/New_York",384959,1,7,"2000+"
2514,"CA","US","sphere",86400,"Multiple orange/red spheres in sky over Los Angeles County","astronomical dusk",34.05529,-117.75228,"America/Los_Angeles",153266,259,7,"2000+"
2515,"NY","US","sphere",3,"A single, metalic, bright object that appeared and disappeared in a matter of a few seconds.","afternoon",42.76756,-78.74392,"America/New_York",3206,263,12,"2000+"
2516,"ENG","GB","sphere",300,"Two seperate fast moving orange spheres observed within 5 mins - Bedfordshire UK","night",51.91722,-0.65802,"Europe/London",37469,46,11,"2000+"
2517,"WA","US","sphere",300,"07/04/11 - University Place, WA - Spherical UFO with vertical running electric flames on the side of the craft","afternoon",47.23565,-122.5504,"America/Los_Angeles",32842,63,7,"2000+"
2518,"CA","US","sphere",120,"Orange/amber light, w/ contrail, over Susanville, CA.  ((NUFORC Note:  Re-entering space debris.  PD))","astronomical dusk",40.41628,-120.65301,"America/Los_Angeles",15247,1276,12,"2000+"
2519,"CA","US","sphere",900,"6 bright orange lights seen on Monterey Bay, moved slowly & silently, then faded and sped away.","night",36.61774,-121.91662,"America/Los_Angeles",15674,46,1,"2000+"
2520,"FL","US","sphere",10,"Smooth silver sphere in cloudless blue sky hovering at about 300 feet.","afternoon",30.33218,-81.65565,"America/New_York",954614,5,10,"2000+"
2521,"CA","US","sphere",60,"My fiance and I while stargazing saw a small circular light moving downward and flashing, then it split into 2 while stopped, then a 3r","night",33.49364,-117.14836,"America/Los_Angeles",110003,310,8,"2000+"
2522,"FL","US","sphere",1.3,"Possible meteorite fragment or space debris visible above southern sky in Pompano Beach, Florida.","night",26.23786,-80.12477,"America/New_York",107762,4,8,"2000+"
2523,"NY","US","sphere",300,"Extremely bright light making unremarkable maneuvers over a tree line.","nautical dusk",41.59648,-73.91097,"America/New_York",5552,47,6,"1980-2000"
2524,"FL","US","sphere",600,"I was on my way out the door of my house , when i stepped into the drive way of my house i noticed a redish/orange moon it was straight","astronomical dusk",30.06885,-81.86038,"America/New_York",13008,10,1,"2000+"
2525,"FL","US","sphere",120,"Floating flame, constant speed and direction (Chinese lantern)","astronomical dusk",30.43826,-84.28073,"America/New_York",189907,62,8,"2000+"
2526,"CA","US","sphere",1200,"A red glow changing to blue green circular craft . This is the second idental spotted craft tonight 45 minutes apart.","night",39.26173,-121.01779,"America/Los_Angeles",3152,755,8,"1980-2000"
2527,"FL","US","sphere",900,"Orange Spheres Observed Over Volusioa County Florida.","night",28.88305,-81.30868,"America/New_York",19998,22,1,"2000+"
2528,"WA","US","sphere",2,"blue ball streaks across seattle skyline heading west in under 2 seconds","night",47.60621,-122.33207,"America/Los_Angeles",737015,56,10,"1980-2000"
2529,"CA","US","sphere",60,"Steeply ascending small round object with trail separated from it and moved chaotically then disappeared and reappeared.","civil dusk",34.16834,-118.60592,"America/Los_Angeles",70000,273,6,"2000+"
2530,"CA","US","sphere",180,"Object hovering and changing shapes.","afternoon",38.58157,-121.4944,"America/Los_Angeles",490712,9,3,"2000+"
2531,"TX","US","sphere",2,"Bright Blue/White Light, North Of San Antonio Texas Moving East To West in a slight downward slant.","night",29.42412,-98.49363,"America/Chicago",1434625,198,4,"2000+"
2532,"WA","US","sphere",60,"While looking out our east facing bathroom window, at about a 60 degree angle, I observed a white glowing object moving east of a rainb","afternoon",47.25288,-122.44429,"America/Los_Angeles",207948,74,2,"2000+"
2533,"CA","US","sphere",600,"Round black object, no lights, moving east to west over Del Sur.","civil dusk",32.71571,-117.16472,"America/Los_Angeles",1394928,20,2,"2000+"
2534,"CA","US","sphere",240,"Police helicopter and a low flying, very brightly lite object, flying close together on 22 June over La Mirada, California.","nautical dusk",33.91724,-118.01201,"America/Los_Angeles",49520,59,6,"2000+"
2535,"ENG","GB","sphere",180,"Orange sphere traveling in the sky, leaving vapor trail, appears to hover w/o vapor, then proceeds to travel, leaving a vapor trail","morning",51.89998,-1.15357,"Europe/London",33846,189,5,"1960-1980"
2536,"NY","US","sphere",43200,"Strange lights during storm in staten island","civil dusk",40.71427,-74.00597,"America/New_York",8804190,10,3,"2000+"
2537,"TX","US","sphere",172800,"I went to relieve one of the drivers at my job. He asked me if I had seen the UFO and pointed to a single silver looking sphere in the","afternoon",32.2504,-101.47874,"America/Chicago",28862,744,6,"2000+"
2538,"FL","US","sphere",8,"Orange Sphere over Northwest Florida","night",30.42131,-87.21691,"America/Chicago",53193,31,11,"2000+"
2539,"WA","US","sphere",3,"I SAW A BRIGHT LIGHT AND IT DIMMED AND DISSAPEARED.  ((NUFORC Note:  Satellite?  Iridium satellite??  PD))","afternoon",47.56732,-122.63264,"America/Los_Angeles",39520,11,4,"2000+"
2540,"CA","US","sphere",30,"Steady light traveling at a high velocity across the southern dark morning sky.","astronomical dawn",32.71571,-117.16472,"America/Los_Angeles",1394928,20,1,"2000+"
2541,"WA","US","sphere",240,"9 objects reddish orange in formation  east of lynnwood","afternoon",47.82093,-122.31513,"America/Los_Angeles",36997,120,2,"2000+"
2542,"CA","US","sphere",5,"Dim, bluish spherical object travelling SW over Pacific Coast.","night",32.64005,-117.0842,"America/Los_Angeles",265757,21,5,"2000+"
2543,"CA","US","sphere",1200,"Black object flew around coastal cloud, then flew into the cloud, cloud dissipated 20 min. later.","afternoon",33.46697,-117.69811,"America/Los_Angeles",34181,44,1,"2000+"
2544,"CA","US","sphere",600,"Silver sphere in sky during news report about fire.","afternoon",38.58157,-121.4944,"America/Los_Angeles",490712,9,10,"2000+"
2545,"CA","US","sphere",1200,"Light greenish cloud spherical in shape over Escondido, CA.  ((NUFORC Note:  US Navy missile launch.  PD))","nautical dusk",33.11921,-117.08642,"America/Los_Angeles",151451,197,11,"2000+"
2546,"CA","US","sphere",300,"At least 3 bright lights in sky over Palm Springs moving north to south.  ((NUFORC Note:  Missile launch.  PD))","civil dusk",33.8303,-116.54529,"America/Los_Angeles",47371,146,12,"2000+"
2547,"NY","US","sphere",30,"Red Sphere seen in middle of day","afternoon",41.25898,-73.68541,"America/New_York",1679,72,4,"1980-2000"
2548,"FL","US","sphere",900,"((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   they say was a satellite on the news iknow what i saw wasn't such a thing","civil dusk",25.8576,-80.27811,"America/New_York",237069,2,4,"2000+"
2549,"ON","CA","sphere",60,"Weird Lights Following","nautical dusk",43.70011,-79.4163,"America/Toronto",2600000,187,8,"2000+"
2550,"WA","US","sphere",240,"Round metallic object observed over South Seattle.","nautical dusk",47.60621,-122.33207,"America/Los_Angeles",737015,56,6,"2000+"
2551,"NY","US","sphere",1500,"4 light appeard behind the president during address to the nation on 9-11-02","night",40.71427,-74.00597,"America/New_York",8804190,10,9,"2000+"
2552,"CA","US","sphere",600,"At about 1600 hrs I was on my balcony, and I noticed first 1 dot, in the eastern sky, I went inside for my camera.","afternoon",33.73585,-118.29229,"America/Los_Angeles",78405,34,6,"2000+"
2553,"CA","US","sphere",900,"5 pink/orange lights rising over Bernal Hill in San Francisco.","night",37.77493,-122.41942,"America/Los_Angeles",864816,16,1,"2000+"
2554,"ON","CA","sphere",1800,"Last night as I drove down my street in Newmarket, Ontario,  I saw multiple bright orange/red lights across the sky in the distance.","night",44.05011,-79.46631,"America/Toronto",84224,158,11,"2000+"
2555,"CA","US","sphere",86400,"Bright growing and shrinking spherical light hovering high over east Coachella valley.","night",33.77974,-116.46529,"America/Los_Angeles",53826,100,2,"2000+"
2556,"FL","US","sphere",40,"Orange glowing sphere seen by 4 adults in East Orlando.","night",28.53834,-81.37924,"America/New_York",307573,30,10,"2000+"
