"imdbid","year","rating","title","originalTitle","isAdult","startYear","runtimeMinutes","genres","averageRating","metascore","country","budget","open_usa","gross_usa","gross_world","won_oscar","oscars_won","nominated_oscar","oscars_nominations"
"4799050",2017,"ok","Rough Night","Rough Night",FALSE,2017,101,"Comedy,Crime,Thriller",5.2,51,"USA",2e+07,8004283,22105643,47347283,0,0,0,0
"5140878",2017,"ok","Annabelle: Creation","Annabelle: Creation",FALSE,2017,109,"Horror,Mystery,Thriller",6.5,62,"USA",1.5e+07,35006404,102092201,306515884,0,0,0,0
"2872518",2017,"ok","The Shack","The Shack",FALSE,2017,132,"Drama,Fantasy",6.3,32,"USA;Canada;HongKong",2e+07,16172119,57386418,96942115,0,0,0,0
"3606752",2017,"ok","Cars 3","Cars 3",FALSE,2017,102,"Adventure,Animation,Comedy",6.7,59,"USA",1.75e+08,53688680,152901115,383930656,0,0,0,0
"3469046",2017,"ok","Despicable Me 3","Despicable Me 3",FALSE,2017,89,"Adventure,Animation,Comedy",6.3,49,"USA",8e+07,72434025,264624300,1034799409,0,0,0,0
"3890160",2017,"no_talk","Baby Driver","Baby Driver",FALSE,2017,113,"Action,Crime,Drama",7.6,86,"UK;USA",3.4e+07,20553320,107825862,226945087,0,0,1,3
"5462602",2017,"ok","The Big Sick","The Big Sick",FALSE,2017,120,"Comedy,Drama,Romance",7.5,86,"USA",5e+06,421577,42873127,56411585,0,0,1,1
"2250912",2017,"ok","Spider-Man: Homecoming","Spider-Man: Homecoming",FALSE,2017,133,"Action,Adventure,Sci-Fi",7.4,73,"USA",1.75e+08,117027503,334201140,880166924,0,0,0,0
"2406566",2017,"ok","Atomic Blonde","Atomic Blonde",FALSE,2017,115,"Action,Thriller",6.7,63,"USA;Germany;Sweden;Hungary",3e+07,18286420,51687870,100014025,0,0,0,0
"4695012",2017,"ok","It Comes At Night","It Comes at Night",FALSE,2017,91,"Horror,Mystery",6.2,78,"USA",5e+06,5988370,13985117,19735344,0,0,0,0
"3450958",2017,"no_talk","War for the Planet of the Apes","War for the Planet of the Apes",FALSE,2017,140,"Action,Adventure,Drama",7.4,82,"USA;Canada;NewZealand",1.5e+08,56262929,146880162,490719763,0,0,1,1
"5362988",2017,"ok","Wind River","Wind River",FALSE,2017,107,"Crime,Drama,Mystery",7.7,73,"UK;Canada;USA",1.1e+07,161558,33800859,43980821,0,0,0,0
"5592248",2017,"ok","The Beguiled","The Beguiled",FALSE,2017,93,"Drama,Thriller",6.3,77,"USA",10500000,229292,10709995,27869129,0,0,0,0
"5322012",2017,"ok","Wish Upon","Wish Upon",FALSE,2017,90,"Drama,Fantasy,Horror",5,32,"USA;Canada",1.2e+07,5467084,14301505,23468586,0,0,0,0
"5013056",2017,"no_women","Dunkirk","Dunkirk",FALSE,2017,106,"Action,Drama,History",7.9,94,"UK;Netherlands;France;USA",1e+08,50513488,189740665,526940665,1,3,0,0
"2239822",2017,"no_talk","Valerian and the City of a Thousand Planets","Valerian and the City of a Thousand Planets",FALSE,2017,137,"Action,Adventure,Family",6.5,51,"France;China;Belgium;Germany;UnitedArabEmirates;USA;Canada",177200000,17007624,41189488,225874228,0,0,0,0
"5390504",2017,"about_men","Detroit","Detroit",FALSE,2017,143,"Crime,Drama,History",7.3,77,"USA",3.4e+07,350190,16790139,23355100,0,0,0,0
"3564472",2017,"ok","Girls Trip","Girls Trip",FALSE,2017,122,"Adventure,Comedy,Drama",6.2,71,"USA;Canada",1.9e+07,31201920,115171585,140552359,0,0,0,0
"1648190",2017,"no_talk","The Dark Tower","The Dark Tower",FALSE,2017,95,"Action,Adventure,Fantasy",5.6,34,"USA",6e+07,19153698,50701325,113231078,0,0,0,0
"1959563",2017,"ok","The Hitman's Bodyguard","The Hitman's Bodyguard",FALSE,2017,118,"Action,Comedy,Crime",6.9,47,"USA;HongKong;Bulgaria;Netherlands;Canada;UK;France",3e+07,21384504,75468583,180650747,0,0,0,0
"3532216",2017,"no_talk","American Made","American Made",FALSE,2017,115,"Action,Biography,Comedy",7.2,65,"USA;Japan;Colombia",5e+07,16776390,51342000,134866593,0,0,0,0
"5439796",2017,"ok","Logan Lucky","Logan Lucky",FALSE,2017,118,"Comedy,Crime,Drama",7,78,"USA;China",2.9e+07,7600036,27780977,48453605,0,0,0,0
"0491203",2017,"ok","Tulip Fever","Tulip Fever",FALSE,2017,105,"Drama,History,Romance",6.2,38,"UK;USA",2.5e+07,1158017,2455635,9204549,0,0,0,0
"1396484",2017,"ok","It","It",FALSE,2017,135,"Horror",7.3,69,"Canada;USA",3.5e+07,123403419,328828874,701796444,0,0,0,0
"5109784",2017,"about_men","Mother!","Mother!",FALSE,2017,121,"Drama,Horror,Mystery",6.6,75,"USA",3e+07,7534673,17800004,44516999,0,0,0,0
"5580036",2017,"ok","I, Tonya","I, Tonya",FALSE,2017,119,"Biography,Comedy,Drama",7.5,77,"UK;USA;Qatar",1.1e+07,264155,30014539,53939297,1,1,0,0
"1981128",2017,"ok","Geostorm","Geostorm",FALSE,2017,109,"Action,Sci-Fi,Thriller",5.3,21,"USA",1.2e+08,13707376,33700160,221600160,0,0,0,0
"1615160",2017,"no_talk","The Foreigner","The Foreigner",FALSE,2017,113,"Action,Thriller",7,55,"UK;China;USA",3.5e+07,13113024,34393507,145374099,0,0,0,0
"4649466",2017,"no_talk","Kingsman: The Golden Circle","Kingsman: The Golden Circle",FALSE,2017,141,"Action,Adventure,Comedy",6.7,44,"UK;USA",1.04e+08,39023010,100234838,410902662,0,0,0,0
"1961175",2017,"ok","American Assassin","American Assassin",FALSE,2017,112,"Action,Thriller",6.2,45,"USA",3.3e+07,14846778,36249674,67234188,0,0,0,0
"5308322",2017,"ok","Happy Death Day","Happy Death Day",FALSE,2017,96,"Horror,Mystery,Thriller",6.5,58,"USA",4800000,26039025,55683845,125479266,0,0,0,0
"4622512",2017,"ok","Battle of the Sexes","Battle of the Sexes",FALSE,2017,121,"Biography,Comedy,Drama",6.7,73,"UK;USA",2.5e+07,518332,12638526,18598607,0,0,0,0
"4925292",2017,"ok","Lady Bird","Lady Bird",FALSE,2017,94,"Comedy,Drama",7.4,94,"USA",1e+07,364437,48958273,78965611,0,0,1,5
"1856101",2017,"ok","Blade Runner 2049","Blade Runner 2049",FALSE,2017,164,"Action,Drama,Mystery",8,81,"USA;UK;Hungary;Canada;Spain",1.5e+08,32753122,92054159,259239658,1,2,0,0
"4131800",2017,"ok","My Little Pony: The Movie","My Little Pony: The Movie",FALSE,2017,99,"Adventure,Animation,Comedy",6.1,39,"USA;Canada",6500000,8885899,21885107,60330833,0,0,0,0
"4846232",2017,"ok","Good Time","Good Time",FALSE,2017,102,"Crime,Drama,Thriller",7.4,80,"USA",4500000,125101,2026499,3283369,0,0,0,0
"5816682",2017,"about_men","Victoria & Abdul","Victoria & Abdul",FALSE,2017,111,"Biography,Drama,History",6.8,58,"UK;USA",2.1e+07,158845,22245070,66558465,0,0,1,2
"5719700",2017,"ok","Home Again","Home Again",FALSE,2017,97,"Comedy,Drama,Romance",5.8,41,"USA",1.2e+07,8567881,27020284,37270721,0,0,0,0
"3829920",2017,"about_men","Only the Brave","Only the Brave",FALSE,2017,134,"Action,Biography,Drama",7.6,72,"USA",3.8e+07,6002665,18343983,26351322,0,0,0,0
"4686844",2017,"no_talk","The Death of Stalin","The Death of Stalin",FALSE,2017,107,"Comedy,Drama,History",7.2,88,"UK;France;Belgium;Canada;USA",1.3e+07,184805,8047856,24646055,0,0,0,0
"3501632",2017,"no_talk","Thor: Ragnarok","Thor: Ragnarok",FALSE,2017,130,"Action,Adventure,Comedy",7.9,74,"USA",1.8e+08,122744989,315058289,853977126,0,0,0,0
"2932536",2017,"ok","47 Meters Down","47 Meters Down",FALSE,2017,89,"Adventure,Drama,Horror",5.6,52,"UK;USA",5300000,11205561,44307191,62187529,0,0,0,0
"3348730",2017,"ok","Jigsaw","Jigsaw",FALSE,2017,92,"Crime,Horror,Mystery",5.8,39,"USA;Canada",1e+07,16640452,38052832,102952888,0,0,0,0
"5649144",2017,"ok","The Florida Project","The Florida Project",FALSE,2017,111,"Drama",7.6,92,"USA",2e+06,157553,5904366,10971298,0,0,1,1
"5301662",2017,"no_talk","Marshall","Marshall",FALSE,2017,118,"Biography,Crime,Drama",7.2,66,"USA;China;HongKong",1.2e+07,3000805,10051659,10116816,0,0,1,1
"2543472",2017,"ok","Wonder","Wonder",FALSE,2017,113,"Drama,Family",8,66,"USA;HongKong;Canada",2e+07,27547866,132422809,305937718,0,0,1,1
"0974015",2017,"ok","Justice League","Justice League",FALSE,2017,120,"Action,Adventure,Fantasy",6.4,45,"USA;Canada;UK",3e+08,93842239,229024295,657924295,0,0,0,0
"3402236",2017,"ok","Murder on the Orient Express","Murder on the Orient Express",FALSE,2017,114,"Crime,Drama,Mystery",6.5,52,"Malta;USA",5.5e+07,28681472,102826543,352789811,0,0,0,0
"2380307",2017,"ok","Coco","Coco",FALSE,2017,105,"Adventure,Animation,Family",8.4,81,"USA",1.75e+08,50802605,209726015,807082196,1,2,0,0
"3371366",2017,"no_talk","Transformers: The Last Knight","Transformers: The Last Knight",FALSE,2017,154,"Action,Adventure,Sci-Fi",5.2,27,"USA;China;Canada",2.17e+08,44680073,130168683,605425157,0,0,0,0
"3486626",2017,"ok","The Nut Job 2: Nutty by Nature","The Nut Job 2: Nutty by Nature",FALSE,2017,91,"Adventure,Animation,Comedy",5.4,36,"Canada",4e+07,8342311,28370522,68743485,0,0,0,0
"2527336",2017,"ok","Star Wars: Episode VIII - The Last Jedi","Star Wars: Episode VIII - The Last Jedi",FALSE,2017,152,"Action,Adventure,Fantasy",7,84,"USA",3.17e+08,220009584,620181382,1332539889,0,0,1,4
"4209788",2017,"ok","Molly's Game","Molly's Game",FALSE,2017,140,"Biography,Crime,Drama",7.4,71,"China;Canada;USA",3e+07,2349967,28780744,59284015,0,0,1,1
"3521126",2017,"ok","The Disaster Artist","The Disaster Artist",FALSE,2017,104,"Biography,Comedy,Drama",7.4,76,"USA",1e+07,1211345,21120616,29820616,0,0,1,1
"5580390",2017,"ok","The Shape of Water","The Shape of Water",FALSE,2017,123,"Adventure,Drama,Fantasy",7.3,87,"USA;Canada",19400000,166564,63859435,195333312,1,4,0,0
"5027774",2017,"ok","Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",FALSE,2017,115,"Comedy,Crime,Drama",8.2,88,"UK;USA",1.5e+07,322168,54513740,160192031,1,2,0,0
"5825380",2017,"ok","Wonder Wheel","Wonder Wheel",FALSE,2017,101,"Drama",6.2,45,"USA",2.5e+07,125570,1404061,15889124,0,0,0,0
"1458169",2017,"ok","Kidnap","Kidnap",FALSE,2017,95,"Crime,Drama,Thriller",5.9,44,"USA",2.1e+07,10016323,30971040,34814102,0,0,0,0
"2283362",2017,"ok","Jumanji: Welcome to the Jungle","Jumanji: Welcome to the Jungle",FALSE,2017,119,"Action,Adventure,Comedy",6.9,58,"USA;India;Canada;UK;Australia;Germany",9e+07,36169328,404540171,962102237,0,0,0,0
"5294550",2017,"about_men","All the Money in the World","All the Money in the World",FALSE,2017,132,"Biography,Crime,Drama",6.8,72,"USA;Italy;UK;China",5e+07,5584684,25113707,56996304,0,0,1,1
"1389072",2017,"no_talk","Downsizing","Downsizing",FALSE,2017,135,"Drama,Sci-Fi",5.7,63,"USA;Norway",6.8e+07,4954287,24449754,55003890,0,0,0,0
"1485796",2017,"ok","The Greatest Showman","The Greatest Showman",FALSE,2017,105,"Biography,Drama,Musical",7.6,48,"USA",8.4e+07,8805843,174340174,434993183,0,0,1,1
"4765284",2017,"ok","Pitch Perfect 3","Pitch Perfect 3",FALSE,2017,93,"Comedy,Music",5.8,40,"USA",4.5e+07,19928525,104897530,185400345,0,0,0,0
"6265828",2017,"no_talk","A Ghost Story","A Ghost Story",FALSE,2017,92,"Drama,Fantasy,Romance",6.9,84,"USA",1e+05,104030,1596371,1951683,0,0,0,0
"5776858",2017,"ok","Phantom Thread","Phantom Thread",FALSE,2017,130,"Drama,Romance",7.5,90,"USA;UK",3.5e+07,216495,21198205,47756590,1,1,0,0
"4555426",2017,"about_men","Darkest Hour","Darkest Hour",FALSE,2017,125,"Biography,Drama,Family",7.4,75,"UK;USA",3e+07,175006,56468410,150847207,1,2,0,0
"4468740",2017,"ok","Paddington 2","Paddington 2",FALSE,2017,103,"Adventure,Comedy,Family",7.8,88,"UK;France;USA;China",4e+07,11001961,40891591,227978523,0,0,0,0
"7131870",2017,"no_talk","Wolf Warrior 2","Zhan lang II",FALSE,2017,123,"Action,Drama,Thriller",6,44,"China",30100000,219022,2721100,870325439,0,0,0,0
"5478478",2017,"ok","Hostiles","Hostiles",FALSE,2017,134,"Drama,Western",7.2,65,"USA",3.9e+07,22849,29819114,35669017,0,0,0,0
"5657846",2017,"ok","Daddy's Home 2","Daddy's Home 2",FALSE,2017,100,"Comedy",6,30,"USA",6.9e+07,29651193,104029443,180613180,0,0,0,0
"6000478",2017,"ok","Roman J. Israel, Esq.","Roman J. Israel, Esq.",FALSE,2017,122,"Crime,Drama,Thriller",6.4,58,"Canada;UnitedArabEmirates;USA",2.2e+07,61999,11962778,13025860,0,0,1,1
"3411444",2017,"ok","Ferdinand","Ferdinand",FALSE,2017,108,"Adventure,Animation,Comedy",6.7,58,"USA;Spain",1.11e+08,13401586,84410380,296069199,0,0,1,1
"2568862",2017,"no_talk","Going in Style","Going in Style",FALSE,2017,96,"Comedy,Crime",6.6,50,"USA",2.5e+07,11932330,45018541,84918541,0,0,0,0
"6359956",2017,"ok","A Bad Moms Christmas","A Bad Moms Christmas",FALSE,2017,104,"Comedy",5.6,42,"USA;China",2.8e+07,16759161,72110659,130560428,0,0,0,0
"5649108",2017,"ok","Thoroughbreds","Thoroughbreds",FALSE,2017,92,"Crime,Drama,Thriller",6.7,75,"USA",6e+06,1224430,3072605,3187255,0,0,0,0
"6294822",2017,"ok","The Post","The Post",FALSE,2017,116,"Biography,Drama,History",7.2,83,"USA;UK",5e+07,526011,81903458,179769457,0,0,1,2
"2378507",2017,"ok","The Glass Castle","The Glass Castle",FALSE,2017,127,"Biography,Drama",7.1,56,"USA",9e+06,4678548,17273059,22088533,0,0,0,0
"1469304",2017,"no_talk","Baywatch","Baywatch",FALSE,2017,116,"Action,Comedy,Crime",5.5,37,"UK;China;USA",6.9e+07,18503871,58060186,177856751,0,0,0,0
"3401882",2017,"ok","Fist Fight","Fist Fight",FALSE,2017,91,"Comedy",5.6,37,"USA",2.2e+07,12201873,32187017,41087017,0,0,0,0
"4795124",2017,"about_men","How to Be a Latin Lover","How to Be a Latin Lover",FALSE,2017,115,"Comedy,Drama",5.9,54,"Mexico;USA",1e+07,12252439,32149404,62547032,0,0,0,0
"1753383",2017,"no_talk","A Dog's Purpose","A Dog's Purpose",FALSE,2017,100,"Adventure,Comedy,Drama",7.2,43,"USA;India",2.2e+07,18222810,64508620,205736628,0,0,0,0
"1666185",2017,"no_talk","All Eyez on Me","All Eyez on Me",FALSE,2017,139,"Biography,Drama,Music",5.8,38,"USA",4e+07,26435354,44922302,55668698,0,0,0,0
"6003368",2017,"no_women","Diary of a Wimpy Kid: The Long Haul","Diary of a Wimpy Kid: The Long Haul",FALSE,2017,91,"Comedy,Family",4.3,39,"USA",2.2e+07,7126084,20738724,40140972,0,0,0,0
"2226597",2017,"ok","The Mountain Between Us","The Mountain Between Us",FALSE,2017,112,"Action,Adventure,Drama",6.4,48,"USA",3.5e+07,10551336,30348555,62832209,0,0,0,0
"6108178",2017,"ok","Disobedience","Disobedience",FALSE,2017,114,"Drama,Romance",6.6,74,"Ireland;UK;USA",6e+06,237393,3498782,8003180,0,0,0,0
"0498381",2017,"about_men","Rings","Rings",FALSE,2017,102,"Drama,Horror,Mystery",4.5,25,"USA",2.5e+07,13002632,27793018,83080890,0,0,0,0
"5164214",2018,"ok","Ocean's 8","Ocean's Eight",FALSE,2018,110,"Action,Comedy,Crime",6.2,61,"USA",7e+07,41607378,140218711,297718711,0,0,0,0
"6772950",2018,"ok","Truth or Dare","Truth or Dare",FALSE,2018,100,"Horror,Thriller",5.2,35,"USA",3500000,18667855,41411015,95330493,0,0,0,0
"2557478",2018,"ok","Pacific Rim: Uprising","Pacific Rim: Uprising",FALSE,2018,111,"Action,Adventure,Sci-Fi",5.6,44,"UK;China;Japan;USA",1.5e+08,28116535,59874525,290930148,0,0,0,0
"2873282",2018,"ok","Red Sparrow","Red Sparrow",FALSE,2018,140,"Action,Drama,Thriller",6.6,53,"USA",6.9e+07,16853422,46874505,151572634,0,0,0,0
"7784604",2018,"ok","Hereditary","Hereditary",FALSE,2018,127,"Drama,Horror,Mystery",7.3,87,"USA",1e+07,13575172,44069456,80200936,0,0,0,0
"4500922",2018,"ok","Maze Runner: The Death Cure","Maze Runner: The Death Cure",FALSE,2018,143,"Action,Adventure,Sci-Fi",6.2,50,"USA",6.2e+07,24167011,58032443,288175335,0,0,0,0
"1825683",2018,"ok","Black Panther","Black Panther",FALSE,2018,134,"Action,Adventure,Sci-Fi",7.3,88,"USA",2e+08,202003951,700059566,1346913161,1,3,0,0
"4701724",2018,"no_talk","Early Man","Early Man",FALSE,2018,89,"Adventure,Animation,Comedy",6.1,68,"UK;USA;France",5e+07,3190525,8267544,54622814,0,0,0,0
"2798920",2018,"ok","Annihilation","Annihilation",FALSE,2018,115,"Adventure,Drama,Horror",6.9,79,"UK;USA",4e+07,11071584,32732301,43070915,0,0,0,0
"2704998",2018,"ok","Game Night","Game Night",FALSE,2018,100,"Action,Comedy,Crime",6.9,66,"USA",3.7e+07,17005332,69179066,117679066,0,0,0,0
"5164432",2018,"no_talk","Love, Simon","Love, Simon",FALSE,2018,110,"Comedy,Drama,Romance",7.6,72,"USA",1.7e+07,11756244,40826341,66316289,0,0,0,0
"1365519",2018,"ok","Tomb Raider","Tomb Raider",FALSE,2018,119,"Action,Adventure,Fantasy",6.3,48,"UK;USA",9.4e+07,23633317,58250803,274650803,0,0,0,0
"1677720",2018,"ok","Ready Player One","Ready Player One",FALSE,2018,140,"Action,Adventure,Sci-Fi",7.5,64,"USA;India",1.75e+08,41764050,137690172,582890172,0,0,1,1
"5619332",2018,"ok","Life of the Party","Life of the Party",FALSE,2018,105,"Comedy",5.6,46,"USA",3e+07,17886075,53059911,65859911,0,0,0,0
"6644200",2018,"ok","A Quiet Place","A Quiet Place",FALSE,2018,90,"Drama,Horror,Sci-Fi",7.5,82,"USA",1.7e+07,50203562,188024361,340939361,0,0,1,1
"4154756",2018,"ok","Avengers: Infinity War","Avengers: Infinity War",FALSE,2018,149,"Action,Adventure,Sci-Fi",8.5,68,"USA",3.21e+08,257698183,678815482,2048359754,0,0,1,1
"5688932",2018,"no_talk","Sorry to Bother You","Sorry to Bother You",FALSE,2018,112,"Comedy,Fantasy,Sci-Fi",6.9,80,"USA",3200000,727266,17493096,18170707,0,0,0,0
"5463162",2018,"about_men","Deadpool 2","Deadpool 2",FALSE,2018,119,"Action,Adventure,Comedy",7.7,66,"USA",1.1e+08,125507153,324591735,785794179,0,0,0,0
"5095030",2018,"ok","Ant-Man and the Wasp","Ant-Man and the Wasp",FALSE,2018,118,"Action,Adventure,Comedy",7.1,70,"USA",1.62e+08,75812205,216648740,622674139,0,0,0,0
"5610554",2018,"ok","Tully","Tully",FALSE,2018,95,"Comedy,Drama,Mystery",7,75,"USA;Canada",1.3e+07,3282610,9369755,15636462,0,0,0,0
"3778644",2018,"about_men","Solo: A Star Wars Story","Solo: A Star Wars Story",FALSE,2018,135,"Action,Adventure,Sci-Fi",6.9,62,"USA",2.75e+08,84420489,213767512,392924807,0,0,1,1
"2854926",2018,"ok","Tag","Tag",FALSE,2018,100,"Comedy",6.5,56,"USA",2.8e+07,14947396,54730625,78130625,0,0,0,0
"3606756",2018,"ok","Incredibles 2","Incredibles 2",FALSE,2018,118,"Action,Adventure,Animation",7.6,80,"USA",2e+08,182687905,608581744,1242805359,0,0,1,1
"4881806",2018,"ok","Jurassic World: Fallen Kingdom","Jurassic World: Fallen Kingdom",FALSE,2018,128,"Action,Adventure,Sci-Fi",6.2,51,"USA",1.7e+08,148024610,417719760,1308467944,0,0,0,0
"6911608",2018,"ok","Mamma Mia! Here We Go Again","Mamma Mia! Here We Go Again",FALSE,2018,114,"Comedy,Musical,Romance",6.7,60,"UK;USA;Japan",7.5e+07,34952180,120634935,395044706,0,0,0,0
"4912910",2018,"no_talk","Mission: Impossible - Fallout","Mission: Impossible - Fallout",FALSE,2018,147,"Action,Adventure,Thriller",7.7,86,"USA;China;France;Norway;UK",1.78e+08,61236534,220159104,791115104,0,0,0,0
"6133466",2018,"ok","The First Purge","The First Purge",FALSE,2018,97,"Action,Horror,Sci-Fi",5.2,54,"USA",1.3e+07,17374280,69488745,137056262,0,0,0,0
"7424200",2018,"ok","Teen Titans Go! To the Movies","Teen Titans Go! To the Movies",FALSE,2018,84,"Action,Adventure,Animation",6.8,69,"USA",1e+07,10411189,29790236,52090236,0,0,0,0
"7014006",2018,"ok","Eighth Grade","Eighth Grade",FALSE,2018,93,"Comedy,Drama",7.4,89,"USA",2e+06,263797,13539709,14347433,0,0,0,0
"6663582",2018,"ok","The Spy Who Dumped Me","The Spy Who Dumped Me",FALSE,2018,117,"Action,Adventure,Comedy",6,52,"Canada;USA;Hungary",4e+07,12103043,33562069,75320680,0,0,0,0
"4575576",2018,"about_men","Christopher Robin","Christopher Robin",FALSE,2018,104,"Comedy,Drama,Family",7.3,60,"UK;USA",7.5e+07,24585139,99215042,197744377,0,0,1,1
"6791096",2018,"ok","I Feel Pretty","I Feel Pretty",FALSE,2018,110,"Comedy,Romance",5.5,48,"China;USA",3.2e+07,16030218,48795601,94539426,0,0,0,0
"7349662",2018,"ok","BlacKkKlansman","BlacKkKlansman",FALSE,2018,135,"Biography,Crime,Drama",7.5,83,"USA",1.5e+07,10845330,49275340,93400823,1,1,0,0
"4779682",2018,"ok","The Meg","The Meg",FALSE,2018,113,"Action,Horror,Sci-Fi",5.7,46,"USA;China",1.3e+08,45402195,145443742,530243742,0,0,0,0
"3104988",2018,"ok","Crazy Rich Asians","Crazy Rich Asians",FALSE,2018,120,"Comedy,Drama,Romance",6.9,74,"USA",3e+07,26510140,174532921,238532921,0,0,0,0
"4073790",2018,"ok","The Darkest Minds","The Darkest Minds",FALSE,2018,104,"Action,Adventure,Drama",5.7,39,"USA",3.4e+07,5842609,12695691,41142379,0,0,0,0
"2231461",2018,"ok","Rampage","Rampage",FALSE,2018,107,"Action,Adventure,Sci-Fi",6.1,45,"USA",1.2e+08,35753093,101028233,428028233,0,0,0,0
"4244998",2018,"no_women","Alpha","Alpha",FALSE,2018,96,"Action,Adventure,Drama",6.7,63,"USA;Canada",5.1e+07,10352512,35857181,98203196,0,0,0,0
"3829266",2018,"no_talk","The Predator","The Predator",FALSE,2018,107,"Action,Adventure,Sci-Fi",5.4,48,"USA;Canada",8.8e+07,24632284,51024708,160542134,0,0,0,0
"7040874",2018,"ok","A Simple Favor","A Simple Favor",FALSE,2018,117,"Comedy,Crime,Drama",6.8,67,"Canada;USA",2e+07,16011689,53548586,97644617,0,0,0,0
"6921996",2018,"no_talk","Johnny English Strikes Again","Johnny English Strikes Again",FALSE,2018,89,"Action,Adventure,Comedy",6.2,39,"UK;France;USA;China",2.5e+07,1638895,4412170,158970776,0,0,0,0
"2119543",2018,"no_talk","The House with a Clock in Its Walls","The House with a Clock in Its Walls",FALSE,2018,105,"Comedy,Family,Fantasy",6,57,"USA;Canada;India",4.2e+07,26608020,68549695,131457147,0,0,0,0
"6182908",2018,"ok","Smallfoot","Smallfoot",FALSE,2018,96,"Adventure,Animation,Comedy",6.6,60,"USA",8e+07,23045635,83240103,214040103,0,0,0,0
"1517451",2018,"ok","A Star Is Born","A Star Is Born",FALSE,2018,136,"Drama,Music,Romance",7.7,88,"USA",3.6e+07,42908051,215288866,436188866,1,1,0,0
"1270797",2018,"no_talk","Venom","Venom",FALSE,2018,112,"Action,Adventure,Sci-Fi",6.7,35,"China;USA",1e+08,80255756,213515506,856085151,0,0,0,0
"2531344",2018,"ok","Blockers","Blockers",FALSE,2018,102,"Comedy",6.2,69,"USA",2.1e+07,20556350,60311495,94017294,0,0,0,0
"1213641",2018,"ok","First Man","First Man",FALSE,2018,141,"Biography,Drama,History",7.3,84,"USA;Japan",5.9e+07,16006065,44936545,105697415,1,1,0,0
"1502407",2018,"ok","Halloween","Halloween",FALSE,2018,106,"Horror,Thriller",6.6,67,"USA",1e+07,76221545,159342015,255485178,0,0,0,0
"5177088",2018,"ok","The Girl in the Spider's Web","The Girl in the Spider's Web",FALSE,2018,115,"Action,Crime,Drama",6.1,43,"Germany;Sweden;USA",4.3e+07,7810112,14841338,35164920,0,0,0,0
"1620680",2018,"ok","A Wrinkle in Time","A Wrinkle in Time",FALSE,2018,109,"Adventure,Family,Fantasy",4.2,53,"USA",1e+08,33123609,100478608,132675864,0,0,0,0
"6998518",2018,"ok","Mandy","Mandy",FALSE,2018,121,"Action,Fantasy,Horror",6.6,81,"UK;Belgium;USA",6e+06,225723,1214525,1524880,0,0,0,0
"1727824",2018,"about_men","Bohemian Rhapsody","Bohemian Rhapsody",FALSE,2018,134,"Biography,Drama,Music",8,49,"UK;USA",5.2e+07,51061119,216428042,903655259,1,4,0,0
"1034415",2018,"ok","Suspiria","Suspiria",FALSE,2018,152,"Fantasy,Horror,Mystery",6.8,64,"Italy;USA",2e+07,184037,2483472,7942093,0,0,0,0
"7668870",2018,"no_talk","Searching","Searching",FALSE,2018,102,"Drama,Mystery,Thriller",7.6,71,"Russia;USA",880000,388769,26020957,75462037,0,0,0,0
"6857166",2018,"ok","Book Club","Book Club",FALSE,2018,104,"Comedy,Drama,Romance",6.1,53,"USA",1e+07,13582231,68566296,104438188,0,0,0,0
"4633694",2018,"no_talk","Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse",FALSE,2018,117,"Action,Adventure,Animation",8.4,87,"USA",9e+07,35363376,190241310,375540831,1,1,0,0
"4123430",2018,"about_men","Fantastic Beasts: The Crimes of Grindelwald","Fantastic Beasts: The Crimes of Grindelwald",FALSE,2018,134,"Adventure,Family,Fantasy",6.6,52,"UK;USA",2e+08,62163104,159555901,654855901,0,0,0,0
"4595882",2018,"ok","Can You Ever Forgive Me?","Can You Ever Forgive Me?",FALSE,2018,106,"Biography,Comedy,Crime",7.1,87,"USA",1e+07,161510,8803865,12442161,0,0,1,3
"5083738",2018,"ok","The Favourite","The Favourite",FALSE,2018,119,"Biography,Comedy,Drama",7.5,91,"Ireland;UK;USA",1.5e+07,422410,34366783,95918706,1,1,0,0
"4218572",2018,"ok","Widows","Widows",FALSE,2018,129,"Crime,Drama,Thriller",6.9,84,"UK;USA",4.2e+07,12361307,42402632,75984700,0,0,0,0
"5848272",2018,"ok","Ralph Breaks the Internet","Ralph Breaks the Internet",FALSE,2018,112,"Adventure,Animation,Comedy",7.1,71,"USA",1.75e+08,56237634,201091711,529323962,0,0,1,1
"1477834",2018,"ok","Aquaman","Aquaman",FALSE,2018,143,"Action,Adventure,Fantasy",7,55,"USA;Australia",1.6e+08,67873522,335061807,1148461807,0,0,0,0
"5580266",2018,"ok","The Hate U Give","The Hate U Give",FALSE,2018,133,"Crime,Drama",7.4,81,"USA",2.3e+07,512035,29719483,34934009,0,0,0,0
"7365604",2018,"ok","Dog Days","Dog Days",FALSE,2018,113,"Comedy,Drama,Romance",6.2,47,"USA",1e+07,2554766,6809080,6819044,0,0,0,0
"6966692",2018,"no_talk","Green Book","Green Book",FALSE,2018,130,"Biography,Comedy,Drama",8.2,69,"USA;China",2.3e+07,320429,85080171,327909440,1,3,0,0
