"spam","to_multiple","from","cc","sent_email","time","image","attach","dollar","winner","inherit","viagra","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"Not Spam","1","1",0,"1",2012-02-09 13:06:59,0,1,0,"no",0,0,0,2.37,57,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-09 20:36:07,0,0,0,"no",0,0,1,6.442,74,"Text","0",0,"0",1,"none"
"Not Spam","0","1",0,"0",2012-02-09 14:43:57,0,0,5,"no",0,0,0,41.789,459,"HTML","0",0,"0",4,"small"
"Not Spam","1","1",0,"0",2012-02-09 16:43:49,0,0,0,"no",0,0,0,3.233,48,"Text","0",0,"0",2,"small"
"Not Spam","1","1",0,"1",2012-02-09 16:56:39,0,0,0,"no",0,0,0,0.203,7,"Text","1",1,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-09 17:40:20,0,0,0,"no",0,0,0,1.441,34,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-09 18:51:14,0,0,6,"yes",0,0,0,14.513,208,"HTML","0",0,"0",10,"small"
"Not Spam","0","1",0,"1",2012-02-09 20:53:03,0,0,0,"no",0,0,0,0.612,22,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-09 21:19:58,0,0,0,"no",0,0,0,0.819,33,"Text","1",0,"0",1,"small"
"Not Spam","1","1",0,"1",2012-02-09 22:26:16,0,0,0,"no",0,0,0,9.193,299,"HTML","0",0,"0",13,"big"
"Not Spam","0","1",0,"0",2012-02-10 07:18:31,0,0,2,"no",0,0,0,75.29,1115,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-10 10:01:20,0,0,24,"no",1,0,0,20.469,432,"HTML","0",0,"0",11,"small"
"Not Spam","0","1",0,"0",2012-02-10 05:17:04,0,0,4,"no",0,0,0,4.954,117,"HTML","1",0,"0",0,"big"
"Not Spam","1","1",0,"0",2012-02-10 06:29:17,0,0,0,"no",0,0,0,36.499,460,"Text","0",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-02-10 06:37:19,0,0,0,"no",0,0,0,26.038,651,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-10 04:03:00,0,0,0,"no",0,0,0,12.766,247,"HTML","0",0,"0",43,"small"
"Not Spam","0","1",0,"1",2012-02-10 07:34:29,0,0,0,"no",0,0,0,0.072,6,"Text","1",0,"0",2,"none"
"Not Spam","0","1",0,"0",2012-02-10 12:34:42,0,0,0,"no",0,0,8,10.613,225,"HTML","0",0,"0",9,"big"
"Not Spam","0","1",1,"0",2012-02-10 00:43:58,0,0,0,"no",0,0,0,9.12,239,"Text","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-10 15:05:29,0,0,0,"no",0,0,0,3.791,98,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-10 10:29:23,0,0,0,"no",0,0,0,1.31,32,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-10 10:31:26,0,0,0,"no",0,0,0,49.064,753,"HTML","0",0,"0",18,"small"
"Not Spam","0","1",0,"1",2012-02-10 10:40:31,0,0,0,"no",0,0,0,2.128,45,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-10 10:47:59,0,0,0,"no",0,0,0,7.568,208,"HTML","1",1,"0",2,"small"
"Not Spam","0","1",0,"1",2012-02-10 10:56:49,0,0,0,"no",0,0,0,5.504,102,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-10 15:58:03,0,0,0,"no",0,0,22,10.113,203,"HTML","0",0,"0",9,"big"
"Not Spam","0","1",0,"0",2012-02-10 15:57:55,0,0,0,"no",0,0,22,10.113,203,"HTML","0",0,"0",9,"big"
"Not Spam","0","1",0,"0",2012-02-10 16:21:24,0,0,2,"no",0,0,0,18.649,388,"HTML","0",0,"0",20,"big"
"Not Spam","0","1",0,"0",2012-02-10 11:21:09,0,0,44,"no",0,0,0,190.087,4022,"HTML","0",0,"0",1236,"big"
"Not Spam","0","1",1,"1",2012-02-10 08:55:07,0,0,0,"no",0,0,0,1.259,36,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-10 11:59:42,0,0,4,"no",0,0,0,11.648,172,"HTML","0",1,"0",8,"small"
"Not Spam","0","1",0,"1",2012-02-10 12:09:45,0,0,0,"no",0,0,0,1.448,32,"HTML","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-02-10 12:22:44,0,0,0,"no",0,0,0,38.198,577,"HTML","0",0,"0",11,"small"
"Not Spam","0","1",1,"1",2012-02-10 09:33:28,0,0,0,"no",0,0,0,5.127,120,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",1,"1",2012-02-10 10:27:48,0,0,0,"no",0,0,0,8.937,211,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-02-10 13:41:03,0,0,0,"no",0,0,0,0.74,18,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-10 13:43:24,0,0,0,"no",0,0,0,2.286,60,"HTML","1",0,"0",4,"small"
"Not Spam","0","1",0,"0",2012-02-10 18:46:30,0,0,0,"no",0,0,11,9.521,201,"HTML","0",0,"0",9,"big"
"Not Spam","0","1",0,"0",2012-02-10 18:47:00,0,0,0,"no",0,0,11,9.517,201,"HTML","0",0,"0",9,"big"
"Not Spam","0","1",0,"1",2012-02-10 13:47:08,0,0,0,"no",0,0,0,13.337,256,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-10 13:50:59,0,0,0,"no",0,0,0,0.082,6,"Text","1",0,"0",0,"none"
"Not Spam","0","1",0,"1",2012-02-10 13:57:19,0,0,0,"no",0,0,0,0.109,4,"Text","1",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-02-10 11:29:18,0,0,0,"no",0,0,0,7.347,98,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-02-10 14:58:48,0,0,0,"no",0,0,0,0.355,23,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-10 15:10:00,0,0,0,"no",0,0,0,0.08,6,"Text","1",0,"0",4,"none"
"Not Spam","0","1",0,"0",2012-02-10 20:12:13,0,0,63,"no",0,0,0,37.104,1332,"HTML","0",0,"0",3,"small"
"Not Spam","1","1",0,"0",2012-02-10 15:25:20,0,0,0,"no",0,0,0,7.767,150,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"1",2012-02-10 15:33:22,0,0,0,"no",0,0,0,0.244,8,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-10 15:58:10,0,0,0,"no",0,0,0,1.84,46,"HTML","1",0,"0",2,"small"
"Not Spam","1","1",0,"0",2012-02-10 20:59:11,0,0,2,"no",0,0,0,14.249,353,"HTML","0",0,"0",26,"big"
"Not Spam","0","1",0,"0",2012-02-10 20:59:11,0,0,0,"no",0,0,0,73.318,1425,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-10 13:35:34,1,2,0,"no",0,0,0,15.402,422,"HTML","0",0,"0",7,"small"
"Not Spam","0","1",0,"1",2012-02-10 16:41:14,0,0,0,"no",0,0,0,0.667,26,"Text","1",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-02-10 17:16:28,0,0,0,"no",0,0,0,4.818,58,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-02-10 19:20:03,0,0,0,"no",0,0,0,0.79,17,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-02-11 02:15:37,0,0,2,"no",0,0,0,8.526,147,"HTML","0",0,"0",1,"big"
"Not Spam","0","1",0,"0",2012-02-11 07:18:31,0,0,0,"no",0,0,0,6.843,199,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-11 09:48:17,0,0,15,"no",0,0,0,16.763,379,"HTML","0",1,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-11 10:01:25,0,0,20,"no",1,0,0,17.677,380,"HTML","0",0,"0",10,"small"
"Not Spam","0","1",0,"0",2012-02-11 04:12:02,0,0,0,"no",0,0,0,13.225,255,"HTML","0",0,"0",45,"small"
"Not Spam","0","1",0,"0",2012-02-11 10:05:08,0,0,0,"no",0,0,0,25.34,639,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-11 15:45:19,0,0,27,"no",0,0,0,19.133,701,"HTML","0",0,"0",3,"small"
"Not Spam","0","1",0,"1",2012-02-11 12:30:54,0,0,0,"no",0,0,0,0.262,8,"Text","1",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-02-11 12:33:54,0,0,9,"no",0,0,0,1.854,47,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-11 18:49:02,0,0,0,"no",0,0,0,10.419,198,"HTML","0",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-02-11 16:58:13,0,0,2,"no",0,0,0,14.263,209,"HTML","0",1,"0",10,"small"
"Not Spam","0","1",0,"0",2012-02-11 16:00:49,0,0,20,"no",0,0,0,46.751,922,"HTML","0",0,"0",8,"small"
"Not Spam","0","1",0,"0",2012-02-11 22:47:57,0,0,15,"no",0,0,0,17.7,398,"HTML","0",1,"0",2,"small"
"Not Spam","0","1",0,"1",2012-02-11 18:59:34,0,0,0,"no",0,0,0,0.046,3,"Text","0",0,"0",0,"none"
"Not Spam","0","1",2,"1",2012-02-11 19:32:33,0,0,0,"no",0,0,0,0.723,15,"Text","1",0,"0",0,"small"
"Not Spam","0","1",2,"1",2012-02-11 19:37:31,0,0,0,"no",0,0,0,0.907,20,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 00:46:04,0,0,0,"no",0,0,0,2.599,86,"HTML","0",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-02-12 00:22:26,0,0,0,"no",0,0,0,24.422,622,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 00:44:55,0,0,0,"no",0,0,0,25.173,635,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 00:50:11,0,0,0,"no",0,0,0,24.835,630,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 00:51:03,0,0,0,"no",0,0,0,25.476,640,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 01:02:52,0,0,0,"no",0,0,0,24.947,632,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 08:13:48,0,0,0,"no",0,0,0,7.525,178,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-12 10:03:15,0,0,2,"yes",1,0,0,10.218,235,"HTML","0",0,"0",6,"small"
"Not Spam","0","1",0,"0",2012-02-12 03:29:34,0,0,0,"no",0,0,0,16.193,306,"HTML","0",0,"0",57,"small"
"Not Spam","0","1",0,"0",2012-02-12 08:13:16,0,0,0,"no",0,0,0,8.577,119,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 13:17:37,0,0,4,"no",1,0,0,7.875,190,"HTML","0",0,"0",5,"small"
"Not Spam","0","1",0,"0",2012-02-12 09:36:51,0,0,0,"no",0,0,0,25.926,649,"HTML","0",1,"0",4,"small"
"Not Spam","0","1",0,"0",2012-02-12 16:04:24,0,0,11,"no",0,0,0,19.503,424,"HTML","0",1,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-12 11:34:11,0,0,16,"no",0,0,0,26.765,295,"HTML","0",1,"0",18,"small"
"Not Spam","0","1",0,"0",2012-02-12 12:13:06,0,0,26,"no",0,0,0,16.976,216,"HTML","0",0,"0",6,"small"
"Not Spam","0","1",0,"1",2012-02-12 14:14:05,0,0,0,"no",0,0,0,4.177,103,"HTML","1",0,"0",4,"small"
"Not Spam","0","1",0,"0",2012-02-12 13:25:47,0,0,0,"no",0,0,0,0.649,20,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-02-12 17:17:04,0,0,0,"no",0,0,0,1.468,40,"Text","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 22:30:56,0,0,15,"no",0,0,0,22.389,489,"HTML","0",1,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-12 17:41:26,0,0,0,"no",0,0,0,25.022,633,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 17:44:59,0,0,0,"no",0,0,0,26.093,651,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 23:35:52,0,0,13,"no",0,0,0,16.179,366,"HTML","0",1,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-12 18:54:29,0,0,0,"no",0,0,0,31.362,750,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-13 01:25:11,0,0,0,"no",0,0,0,9.337,179,"HTML","0",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-02-12 21:13:20,0,0,0,"no",0,0,0,25.555,643,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 22:11:30,0,0,0,"no",0,0,0,31.462,753,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-12 22:24:08,0,0,0,"no",0,0,0,33.004,778,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-13 07:49:22,0,0,0,"no",0,0,0,6.676,166,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-13 08:40:09,0,0,0,"no",0,0,0,9.404,188,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-13 10:05:19,0,0,12,"no",1,0,0,12.116,270,"HTML","0",0,"0",7,"small"
"Not Spam","0","1",0,"0",2012-02-13 07:25:03,0,0,0,"no",0,0,0,0.887,27,"Text","0",0,"0",1,"none"
"Not Spam","0","1",0,"0",2012-02-07 13:17:38,0,0,0,"no",0,0,0,1.027,26,"Text","0",0,"0",0,"none"
"Not Spam","0","1",1,"0",2012-02-07 15:17:06,0,0,0,"no",0,0,0,0.917,28,"Text","1",0,"0",0,"small"
"Not Spam","0","1",2,"0",2012-02-07 12:21:42,0,0,0,"no",0,0,0,2.887,84,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",6,"0",2012-02-07 20:29:02,0,0,0,"no",0,0,0,7.449,199,"HTML","1",0,"0",5,"small"
"Not Spam","0","1",1,"0",2012-02-07 12:33:35,0,0,0,"no",0,0,0,1.59,35,"Text","1",0,"0",0,"small"
"Not Spam","1","1",0,"1",2012-02-07 21:56:28,0,0,0,"no",0,0,0,1.589,31,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",1,"1",2012-02-07 19:29:03,0,0,0,"no",0,0,0,4.187,89,"HTML","1",0,"0",5,"small"
"Not Spam","1","1",0,"0",2012-02-08 14:03:43,0,0,0,"no",0,0,0,13.157,320,"HTML","1",0,"0",14,"big"
"Not Spam","1","1",0,"0",2012-02-08 09:11:12,0,0,0,"no",0,0,0,3.1,72,"Text","1",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-02-08 15:05:58,0,0,0,"no",0,0,0,3.503,81,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-09 07:42:09,0,0,4,"no",0,0,0,3.135,68,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-09 13:23:30,0,0,4,"no",0,0,0,4.902,117,"HTML","1",0,"0",0,"big"
"Not Spam","0","1",0,"1",2012-02-10 12:59:15,0,0,0,"no",0,0,0,0.651,19,"Text","0",0,"0",3,"small"
"Not Spam","1","1",0,"1",2012-02-10 13:44:32,0,0,0,"no",0,0,0,7.039,182,"HTML","1",0,"0",6,"small"
"Not Spam","0","1",0,"1",2012-02-10 13:57:05,0,0,0,"no",0,0,0,9.291,253,"HTML","0",0,"0",10,"small"
"Not Spam","0","1",0,"1",2012-02-10 14:15:49,0,0,0,"no",0,0,0,12.151,348,"HTML","1",0,"0",10,"small"
"Not Spam","0","1",0,"1",2012-02-10 14:18:31,0,0,0,"no",0,0,0,1.167,33,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-02-10 15:00:28,0,0,0,"no",0,0,0,14.745,449,"HTML","1",0,"0",10,"small"
"Not Spam","0","1",0,"1",2012-02-10 15:13:15,0,0,0,"no",0,0,0,17.162,536,"HTML","1",0,"0",12,"small"
"Not Spam","0","1",0,"1",2012-02-10 15:27:07,0,0,0,"no",0,0,0,17.926,560,"HTML","1",0,"0",10,"small"
"Not Spam","0","1",2,"0",2012-02-10 17:30:31,0,1,0,"no",0,0,0,6.9,188,"HTML","0",0,"0",5,"small"
"Not Spam","1","1",3,"1",2012-02-10 21:40:14,0,0,0,"no",0,0,0,6.491,190,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",1,"1",2012-02-11 19:46:55,0,0,2,"no",0,0,0,10.731,357,"HTML","0",0,"0",3,"big"
"Not Spam","0","1",0,"0",2012-02-12 18:32:34,0,0,0,"no",0,0,0,3.637,75,"HTML","0",1,"0",16,"small"
"Not Spam","1","1",1,"1",2012-02-12 18:06:36,2,2,0,"no",0,0,0,4.946,175,"HTML","0",0,"0",14,"small"
"Not Spam","0","1",0,"0",2012-02-13 01:53:52,0,0,1,"no",0,0,0,1.551,45,"Text","0",0,"0",0,"small"
"Not Spam","0","1",1,"1",2012-02-13 07:30:03,0,0,1,"no",0,0,0,1.595,59,"Text","1",0,"0",2,"small"
"Not Spam","1","1",0,"1",2012-02-13 07:40:00,0,0,0,"no",0,0,0,1.176,28,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-13 08:04:03,0,0,0,"no",0,0,0,1.213,34,"Text","0",0,"0",2,"none"
"Not Spam","0","1",0,"1",2012-02-13 08:22:11,0,0,2,"no",0,0,0,7.818,162,"HTML","1",1,"0",20,"small"
"Not Spam","0","1",1,"1",2012-02-13 14:50:41,0,0,0,"no",0,0,0,0.9,29,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-13 13:53:43,0,0,1,"no",0,0,0,4.809,88,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-13 09:07:37,0,0,0,"no",0,0,0,5.495,143,"HTML","1",0,"0",14,"small"
"Not Spam","0","1",0,"0",2012-02-13 09:05:15,0,0,0,"no",0,0,0,3.568,81,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-02-13 09:28:18,0,0,0,"no",0,0,0,33.828,437,"Text","0",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-02-13 09:36:56,0,0,0,"no",0,0,0,9.178,127,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-13 10:48:22,0,0,0,"no",0,0,0,3.153,90,"HTML","1",0,"0",2,"small"
"Not Spam","1","1",1,"0",2012-02-13 11:13:24,0,0,0,"no",0,0,0,0.829,31,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-13 08:15:57,0,0,0,"no",0,0,0,1.063,23,"HTML","0",0,"0",0,"none"
"Not Spam","1","1",0,"0",2012-02-13 11:28:12,0,0,0,"no",0,0,0,13.224,174,"Text","0",1,"0",0,"big"
"Not Spam","0","1",1,"1",2012-02-13 17:32:37,0,0,0,"no",0,0,0,1.38,51,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-02-13 11:31:43,0,0,0,"no",0,0,0,1.195,25,"HTML","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-02-13 09:14:23,0,0,0,"no",0,0,0,2.734,84,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-02-13 09:15:39,1,1,0,"no",0,0,0,0.601,16,"HTML","0",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-02-13 12:15:33,1,1,1,"no",0,0,0,11.289,153,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-13 12:35:30,0,0,2,"no",0,0,0,8.678,149,"HTML","0",1,"0",12,"small"
"Not Spam","0","1",0,"0",2012-02-13 12:37:51,0,0,0,"no",0,0,0,25.739,646,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-13 12:48:50,0,0,0,"no",0,0,0,17.318,311,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-13 13:08:55,0,0,0,"no",0,0,0,26.316,656,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-02-13 13:30:41,0,0,0,"no",0,0,0,0.266,11,"Text","0",0,"0",4,"none"
"Not Spam","0","1",0,"0",2012-02-13 13:31:08,0,0,0,"no",0,0,0,34.408,807,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-02-13 13:36:21,0,0,0,"no",0,0,0,0.076,6,"Text","1",0,"0",2,"none"
"Not Spam","0","1",0,"0",2012-02-13 13:36:21,0,0,0,"no",0,0,0,4.56,70,"Text","0",0,"0",1,"none"
"Not Spam","0","1",0,"0",2012-02-13 14:01:07,0,0,6,"no",0,0,0,7.501,145,"HTML","0",1,"0",9,"small"
"Not Spam","0","1",0,"1",2012-02-13 14:19:36,0,0,0,"no",0,0,0,9.491,233,"HTML","1",0,"0",18,"small"
"Not Spam","0","1",1,"1",2012-02-13 14:19:50,0,0,0,"no",0,0,0,0.331,16,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-02-13 14:45:33,0,0,0,"no",0,0,0,3.096,42,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-02-13 14:49:00,0,0,0,"no",0,0,0,1.643,48,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-13 14:52:37,0,0,0,"no",0,0,0,3.451,91,"HTML","1",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-02-13 14:55:08,0,1,0,"no",0,0,0,1.447,55,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-13 15:20:51,0,0,0,"no",0,0,0,2.977,81,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-13 15:26:04,0,0,0,"no",0,0,0,4.316,127,"HTML","1",0,"0",0,"small"
"Not Spam","1","1",0,"1",2012-02-13 15:51:58,0,1,0,"no",0,0,0,1.446,40,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-14 00:01:27,0,0,0,"no",0,0,0,10.761,299,"HTML","0",1,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-13 19:03:54,0,0,0,"no",0,0,0,25.189,636,"HTML","0",0,"0",3,"small"
"Not Spam","0","1",0,"0",2012-02-14 00:16:21,0,0,0,"no",0,0,0,3.967,100,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-13 19:28:14,0,0,0,"no",0,0,0,26.877,667,"HTML","0",0,"0",4,"small"
"Not Spam","0","1",2,"0",2012-02-14 01:30:29,0,0,0,"no",0,0,0,0.349,13,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-02-13 19:44:58,0,0,6,"no",0,0,0,19.838,195,"HTML","0",0,"0",18,"small"
"Not Spam","0","1",0,"0",2012-02-13 20:21:33,0,0,0,"no",0,0,0,24.957,632,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-13 20:45:10,0,0,0,"no",0,0,0,24.542,624,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-13 21:46:37,0,0,0,"no",0,0,0,25.2,636,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-13 22:00:29,0,0,0,"no",0,0,0,10.486,234,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"1",2012-02-13 21:33:09,0,0,0,"no",0,0,0,1.028,22,"HTML","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-02-14 01:53:52,0,0,0,"no",0,0,0,26.63,663,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-14 07:43:48,0,0,0,"no",0,0,2,25.209,725,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-14 09:53:53,0,0,0,"no",0,0,0,24.656,822,"HTML","0",0,"0",18,"big"
"Not Spam","0","1",0,"0",2012-02-14 10:00:54,0,0,16,"no",1,0,0,14.096,312,"HTML","0",0,"0",8,"small"
"Not Spam","1","1",0,"0",2012-02-14 06:02:33,0,0,0,"no",0,0,0,10.091,136,"Text","0",0,"0",0,"small"
"Not Spam","0","1",2,"1",2012-02-14 07:18:52,2,2,0,"no",0,0,0,4.312,124,"HTML","1",0,"0",10,"small"
"Not Spam","0","1",0,"0",2012-02-14 07:40:18,0,0,0,"no",0,0,0,9.861,179,"HTML","0",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-02-14 07:53:31,0,0,5,"no",0,0,0,20.966,498,"HTML","0",1,"0",10,"small"
"Not Spam","0","1",0,"0",2012-02-14 07:58:17,0,0,0,"no",0,0,0,32.008,499,"HTML","0",0,"0",16,"small"
"Not Spam","1","1",18,"1",2012-02-14 08:39:23,0,1,0,"no",0,0,0,15.472,302,"HTML","0",1,"0",6,"big"
"Not Spam","0","1",0,"0",2012-02-14 08:48:15,0,0,0,"no",0,0,0,14.043,255,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-02-14 06:00:04,0,0,0,"no",0,0,0,2.529,79,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-02-14 06:02:57,0,0,0,"no",0,0,0,4.197,98,"HTML","1",0,"0",4,"small"
"Not Spam","0","1",0,"1",2012-02-14 09:19:35,0,0,0,"no",0,0,0,2.014,50,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-14 06:53:18,0,0,0,"no",0,0,0,6.071,157,"HTML","1",0,"0",4,"small"
"Not Spam","1","1",0,"0",2012-02-14 08:09:50,0,1,0,"no",0,0,0,1.307,35,"Text","0",0,"0",0,"small"
"Not Spam","0","1",1,"0",2012-02-14 10:08:03,0,0,0,"no",0,0,0,10.081,214,"HTML","1",0,"0",0,"big"
"Not Spam","0","1",0,"1",2012-02-14 08:01:03,0,0,0,"no",0,0,0,8.006,214,"HTML","1",0,"0",4,"big"
"Not Spam","0","1",0,"1",2012-02-14 11:16:13,0,0,0,"no",0,0,0,2.784,71,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-14 11:17:23,0,0,0,"no",0,0,0,0.732,20,"HTML","0",1,"0",0,"none"
"Not Spam","0","1",1,"0",2012-02-14 11:23:49,0,0,4,"no",0,0,0,7.278,201,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-02-14 11:41:50,0,0,0,"no",0,0,0,13.622,311,"HTML","1",0,"0",18,"small"
"Not Spam","0","1",0,"0",2012-02-14 12:08:37,0,0,1,"no",0,0,0,23.601,408,"HTML","0",0,"0",31,"small"
"Not Spam","0","1",0,"0",2012-02-14 12:07:19,0,0,0,"no",0,0,0,24.54,624,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-02-14 18:17:09,0,0,0,"no",0,0,0,3.778,98,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",1,"1",2012-02-14 13:46:46,0,0,4,"no",0,0,0,9.049,254,"HTML","1",0,"0",2,"big"
"Not Spam","0","1",0,"0",2012-02-14 13:59:42,0,0,0,"no",0,0,0,5.569,95,"HTML","0",0,"0",9,"small"
"Not Spam","1","1",0,"0",2012-02-14 14:05:15,0,0,0,"no",0,0,0,0.232,12,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-02-14 13:20:04,0,0,0,"no",0,0,0,0.34,12,"Text","0",0,"0",0,"small"
